"GEO_ID","NAME","GEO_ID_F","NAICS2012","INDLEVEL","NAICS2012_LABEL","NAICS2012_F","SUBSECTOR","INDGROUP","SECTOR","COMM","COMM_LABEL","YEAR","VAL","TON","TMILE","AVGMILE","VAL_S","TON_S","TMILE_S","AVGMILE_S"
"0100000US","United States","null","327","3","Nonmetallic mineral product manufacturing","null","327","null","31","15","Coal","2017","5","48","S","S","46.4","36.0","S","S"
"0100000US","United States","null","327","3","Nonmetallic mineral product manufacturing","null","327","null","31","19","Other coal and petroleum products, not elsewhere classified","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","327","3","Nonmetallic mineral product manufacturing","null","327","null","31","20","Basic chemicals","2017","963","S","489","406","28.8","S","45.1","12.7"
"0100000US","United States","null","327","3","Nonmetallic mineral product manufacturing","null","327","null","31","21","Pharmaceutical products","2017","4","1","Z","281","15.7","17.3","17.3","Z"
"0100000US","United States","null","327","3","Nonmetallic mineral product manufacturing","null","327","null","31","22","Fertilizers","2017","31","11","9","840","26.6","13.2","25.9","9.8"
"0100000US","United States","null","327","3","Nonmetallic mineral product manufacturing","null","327","null","31","23","Other chemical products and preparations, not elsewhere classified","2017","378","91","91","518","26.5","30.6","30.3","27.8"
"0100000US","United States","null","327","3","Nonmetallic mineral product manufacturing","null","327","null","31","24","Plastics and rubber","2017","781","193","123","325","19.9","21.7","25.4","20.8"
"0100000US","United States","null","327","3","Nonmetallic mineral product manufacturing","null","327","null","31","25","Logs and other wood in the rough","2017","S","S","S","10","S","S","S","21.4"
"0100000US","United States","null","327","3","Nonmetallic mineral product manufacturing","null","327","null","31","26","Wood products","2017","280","248","125","331","30.1","34.7","41.7","27.6"
"0100000US","United States","null","327","3","Nonmetallic mineral product manufacturing","null","327","null","31","27","Pulp, newsprint, paper, and paperboard","2017","2127","271","180","743","28.0","24.0","25.0","9.9"
"0100000US","United States","null","327","3","Nonmetallic mineral product manufacturing","null","327","null","31","28","Paper or paperboard articles","2017","256","144","71","650","41.9","26.1","44.1","26.6"
"0100000US","United States","null","327","3","Nonmetallic mineral product manufacturing","null","327","null","31","29","Printed products","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","327","3","Nonmetallic mineral product manufacturing","null","327","null","31","30","Textiles, leather, and articles of textiles or leather","2017","563","66","51","648","27.6","26.9","29.6","17.0"
"0100000US","United States","null","327","3","Nonmetallic mineral product manufacturing","null","327","null","31","31","Non-metallic mineral products","2017","101585","692285","70414","175","2.3","4.0","6.0","9.0"
"0100000US","United States","null","327","3","Nonmetallic mineral product manufacturing","null","327","null","31","32","Base metal in primary or semi-finished forms and in finished basic shapes","2017","647","1288","476","207","20.8","21.8","19.5","22.1"
"0100000US","United States","null","327","3","Nonmetallic mineral product manufacturing","null","327","null","31","33","Articles of base metal","2017","1077","S","S","520","49.7","S","S","17.2"
"0100000US","United States","null","327","3","Nonmetallic mineral product manufacturing","null","327","null","31","34","Machinery","2017","321","S","S","701","33.5","S","S","10.6"
"0100000US","United States","null","327","3","Nonmetallic mineral product manufacturing","null","327","null","31","35","Electronic and other electrical equipment and components, and office equipment","2017","1005","35","32","947","24.0","24.1","27.1","10.5"
"0100000US","United States","null","327","3","Nonmetallic mineral product manufacturing","null","327","null","31","36","Motorized and other vehicles (includes parts)","2017","3495","3694","124","380","24.2","39.5","17.0","17.2"
"0100000US","United States","null","327","3","Nonmetallic mineral product manufacturing","null","327","null","31","37","Transportation equipment, not elsewhere classified","2017","618","15","13","1490","24.6","38.1","41.2","14.9"
"0100000US","United States","null","327","3","Nonmetallic mineral product manufacturing","null","327","null","31","38","Precision instruments and apparatus","2017","364","S","S","1153","29.9","S","S","10.7"
"0100000US","United States","null","327","3","Nonmetallic mineral product manufacturing","null","327","null","31","39","Furniture, mattresses and mattress supports, lamps, lighting fittings, and illuminated signs","2017","S","11","S","S","S","45.2","S","S"
"0100000US","United States","null","327","3","Nonmetallic mineral product manufacturing","null","327","null","31","40","Miscellaneous manufactured products","2017","4711","4319","1016","989","11.6","22.1","17.8","10.7"
"0100000US","United States","null","327","3","Nonmetallic mineral product manufacturing","null","327","null","31","41","Waste and scrap","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","327","3","Nonmetallic mineral product manufacturing","null","327","null","31","43","Mixed freight","2017","S","S","S","576","S","S","S","28.8"
"0100000US","United States","null","331","3","Primary metal manufacturing","null","331","null","31","0000","All Commodities","2017","227183","175072","78833","614","2.4","5.6","5.5","5.0"
"0100000US","United States","null","331","3","Primary metal manufacturing","null","331","null","31","03","Agricultural products (excludes animal feed, cereal grains, and forage products)","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","331","3","Primary metal manufacturing","null","331","null","31","04","Animal feed, eggs, honey, and other products of animal origin","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","331","3","Primary metal manufacturing","null","331","null","31","05","Meat, poultry, fish, seafood, and their preparations","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","331","3","Primary metal manufacturing","null","331","null","31","08","Alcoholic beverages","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","331","3","Primary metal manufacturing","null","331","null","31","11","Natural sands","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","331","3","Primary metal manufacturing","null","331","null","31","12","Gravel and crushed stone (excludes dolomite and slate)","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","331","3","Primary metal manufacturing","null","331","null","31","13","Other non-metallic minerals, not elsewhere classified ","2017","S","100","61","714","S","23.9","29.8","21.7"
"0100000US","United States","null","331","3","Primary metal manufacturing","null","331","null","31","14","Metallic ores and concentrates","2017","3064","572","453","1045","22.3","19.0","23.8","9.7"
"0100000US","United States","null","331","3","Primary metal manufacturing","null","331","null","31","15","Coal","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","331","3","Primary metal manufacturing","null","331","null","31","19","Other coal and petroleum products, not elsewhere classified","2017","129","458","31","69","6.3","5.7","13.7","14.2"
"0100000US","United States","null","331","3","Primary metal manufacturing","null","331","null","31","20","Basic chemicals","2017","3123","1545","805","958","25.3","17.4","40.1","15.7"
"0100000US","United States","null","331","3","Primary metal manufacturing","null","331","null","31","22","Fertilizers","2017","S","20","4","S","S","45.8","35.8","S"
"0100000US","United States","null","331","3","Primary metal manufacturing","null","331","null","31","23","Other chemical products and preparations, not elsewhere classified","2017","30","4","S","1007","37.3","44.7","S","18.2"
"0100000US","United States","null","331","3","Primary metal manufacturing","null","331","null","31","24","Plastics and rubber","2017","S","158","86","461","S","46.3","45.2","18.7"
"0100000US","United States","null","331","3","Primary metal manufacturing","null","331","null","31","26","Wood products","2017","1","1","S","S","39.3","35.9","S","S"
"0100000US","United States","null","331","3","Primary metal manufacturing","null","331","null","31","27","Pulp, newsprint, paper, and paperboard","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","331","3","Primary metal manufacturing","null","331","null","31","28","Paper or paperboard articles","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","331","3","Primary metal manufacturing","null","331","null","31","29","Printed products","2017","Z","Z","Z","S","36.1","41.1","40.8","S"
"0100000US","United States","null","331","3","Primary metal manufacturing","null","331","null","31","30","Textiles, leather, and articles of textiles or leather","2017","S","S","S","1157","S","S","S","25.4"
"0100000US","United States","null","331","3","Primary metal manufacturing","null","331","null","31","31","Non-metallic mineral products","2017","S","S","S","366","S","S","S","34.5"
"0100000US","United States","null","331","3","Primary metal manufacturing","null","331","null","31","32","Base metal in primary or semi-finished forms and in finished basic shapes","2017","170265","148664","65570","495","4.0","6.5","6.2","3.5"
"0100000US","United States","null","331","3","Primary metal manufacturing","null","331","null","31","33","Articles of base metal","2017","28639","17413","8597","597","6.9","7.9","10.8","6.6"
"0100000US","United States","null","331","3","Primary metal manufacturing","null","331","null","31","34","Machinery","2017","6896","796","462","787","11.1","11.4","10.5","11.6"
"0100000US","United States","null","331","3","Primary metal manufacturing","null","331","null","31","35","Electronic and other electrical equipment and components, and office equipment","2017","3416","470","386","824","15.8","16.2","16.2","10.8"
"0100000US","United States","null","331","3","Primary metal manufacturing","null","331","null","31","36","Motorized and other vehicles (includes parts)","2017","2525","705","328","708","19.0","14.6","12.0","13.6"
"0100000US","United States","null","331","3","Primary metal manufacturing","null","331","null","31","37","Transportation equipment, not elsewhere classified","2017","2236","800","794","918","20.8","33.7","36.1","7.4"
"0100000US","United States","null","331","3","Primary metal manufacturing","null","331","null","31","38","Precision instruments and apparatus","2017","733","S","6","2212","42.5","S","32.6","21.2"
"0100000US","United States","null","331","3","Primary metal manufacturing","null","331","null","31","39","Furniture, mattresses and mattress supports, lamps, lighting fittings, and illuminated signs","2017","S","S","S","870","S","S","S","7.5"
"0100000US","United States","null","331","3","Primary metal manufacturing","null","331","null","31","40","Miscellaneous manufactured products","2017","3947","291","156","782","15.3","13.4","15.7","7.6"
"0100000US","United States","null","331","3","Primary metal manufacturing","null","331","null","31","41","Waste and scrap","2017","596","635","308","S","46.4","26.7","32.9","S"
"0100000US","United States","null","331","3","Primary metal manufacturing","null","331","null","31","43","Mixed freight","2017","S","S","S","1131","S","S","S","27.5"
"0100000US","United States","null","332","3","Fabricated metal product manufacturing","null","332","null","31","0000","All Commodities","2017","354349","113998","43480","623","1.7","3.6","5.2","5.2"
"0100000US","United States","null","332","3","Fabricated metal product manufacturing","null","332","null","31","02","Cereal grains (includes seed)","2017","33","229","S","S","0.6","3.3","S","S"
"0100000US","United States","null","332","3","Fabricated metal product manufacturing","null","332","null","31","03","Agricultural products (excludes animal feed, cereal grains, and forage products)","2017","7","S","Z","727","37.7","S","36.2","32.8"
"0100000US","United States","null","332","3","Fabricated metal product manufacturing","null","332","null","31","04","Animal feed, eggs, honey, and other products of animal origin","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","332","3","Fabricated metal product manufacturing","null","332","null","31","05","Meat, poultry, fish, seafood, and their preparations","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","332","3","Fabricated metal product manufacturing","null","332","null","31","07","Other prepared foodstuffs and fats and oils","2017","S","S","S","637","S","S","S","22.4"
"0100000US","United States","null","332","3","Fabricated metal product manufacturing","null","332","null","31","08","Alcoholic beverages","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","332","3","Fabricated metal product manufacturing","null","332","null","31","10","Monumental or building stone","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","332","3","Fabricated metal product manufacturing","null","332","null","31","12","Gravel and crushed stone (excludes dolomite and slate)","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","332","3","Fabricated metal product manufacturing","null","332","null","31","13","Other non-metallic minerals, not elsewhere classified ","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","332","3","Fabricated metal product manufacturing","null","332","null","31","14","Metallic ores and concentrates","2017","S","S","S","250","S","S","S","24.3"
"0100000US","United States","null","332","3","Fabricated metal product manufacturing","null","332","null","31","17","Gasoline and aviation turbine fuel","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","332","3","Fabricated metal product manufacturing","null","332","null","31","19","Other coal and petroleum products, not elsewhere classified","2017","355","S","S","970","40.1","S","S","18.1"
"0100000US","United States","null","332","3","Fabricated metal product manufacturing","null","332","null","31","20","Basic chemicals","2017","538","98","42","387","32.3","31.6","29.9","33.6"
"0100000US","United States","null","332","3","Fabricated metal product manufacturing","null","332","null","31","21","Pharmaceutical products","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","332","3","Fabricated metal product manufacturing","null","332","null","31","23","Other chemical products and preparations, not elsewhere classified","2017","685","S","S","209","26.3","S","S","31.5"
"0100000US","United States","null","332","3","Fabricated metal product manufacturing","null","332","null","31","24","Plastics and rubber","2017","4913","615","341","865","13.3","25.7","30.6","16.5"
"0100000US","United States","null","332","3","Fabricated metal product manufacturing","null","332","null","31","25","Logs and other wood in the rough","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","332","3","Fabricated metal product manufacturing","null","332","null","31","26","Wood products","2017","1676","361","139","634","25.0","44.5","24.5","11.0"
"0100000US","United States","null","332","3","Fabricated metal product manufacturing","null","332","null","31","27","Pulp, newsprint, paper, and paperboard","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","332","3","Fabricated metal product manufacturing","null","332","null","31","28","Paper or paperboard articles","2017","S","S","S","863","S","S","S","21.1"
"0100000US","United States","null","332","3","Fabricated metal product manufacturing","null","332","null","31","29","Printed products","2017","49","S","1","1157","39.0","S","47.9","20.8"
"0100000US","United States","null","332","3","Fabricated metal product manufacturing","null","332","null","31","30","Textiles, leather, and articles of textiles or leather","2017","702","S","S","844","36.8","S","S","13.8"
"0100000US","United States","null","332","3","Fabricated metal product manufacturing","null","332","null","31","31","Non-metallic mineral products","2017","1220","206","93","524","35.2","19.6","39.6","17.4"
"0100000US","United States","null","332","3","Fabricated metal product manufacturing","null","332","null","31","32","Base metal in primary or semi-finished forms and in finished basic shapes","2017","77811","44213","13781","477","5.5","7.7","12.5","19.6"
"0100000US","United States","null","332","3","Fabricated metal product manufacturing","null","332","null","31","33","Articles of base metal","2017","115511","41356","17742","666","4.2","6.6","6.1","3.7"
"0100000US","United States","null","332","3","Fabricated metal product manufacturing","null","332","null","31","34","Machinery","2017","53616","7433","3830","632","3.7","24.1","27.4","4.5"
"0100000US","United States","null","332","3","Fabricated metal product manufacturing","null","332","null","31","35","Electronic and other electrical equipment and components, and office equipment","2017","6073","383","151","710","12.3","20.3","19.9","8.1"
"0100000US","United States","null","332","3","Fabricated metal product manufacturing","null","332","null","31","36","Motorized and other vehicles (includes parts)","2017","16471","3915","1340","803","7.6","13.9","12.5","14.8"
"0100000US","United States","null","332","3","Fabricated metal product manufacturing","null","332","null","31","37","Transportation equipment, not elsewhere classified","2017","13092","902","243","630","7.1","38.4","20.6","10.3"
"0100000US","United States","null","332","3","Fabricated metal product manufacturing","null","332","null","31","38","Precision instruments and apparatus","2017","3960","47","22","892","17.4","26.6","27.0","10.7"
"0100000US","United States","null","332","3","Fabricated metal product manufacturing","null","332","null","31","39","Furniture, mattresses and mattress supports, lamps, lighting fittings, and illuminated signs","2017","1604","557","291","325","21.7","27.3","27.8","24.2"
"0100000US","United States","null","332","3","Fabricated metal product manufacturing","null","332","null","31","40","Miscellaneous manufactured products","2017","50736","9492","4130","625","5.3","16.2","13.9","7.9"
"0100000US","United States","null","332","3","Fabricated metal product manufacturing","null","332","null","31","41","Waste and scrap","2017","186","445","172","160","15.9","25.1","30.3","48.1"
"0100000US","United States","null","332","3","Fabricated metal product manufacturing","null","332","null","31","43","Mixed freight","2017","3917","622","294","656","16.3","30.0","17.5","15.5"
"0100000US","United States","null","333","3","Machinery manufacturing","null","333","null","31","0000","All Commodities","2017","375493","42290","28022","841","2.8","9.9","9.6","2.7"
"0100000US","United States","null","333","3","Machinery manufacturing","null","333","null","31","01","Animals and fish (live)","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","333","3","Machinery manufacturing","null","333","null","31","03","Agricultural products (excludes animal feed, cereal grains, and forage products)","2017","S","S","S","1609","S","S","S","16.2"
"0100000US","United States","null","333","3","Machinery manufacturing","null","333","null","31","04","Animal feed, eggs, honey, and other products of animal origin","2017","3","S","S","1052","47.2","S","S","34.4"
"0100000US","United States","null","333","3","Machinery manufacturing","null","333","null","31","06","Milled grain products and preparations, and bakery products","2017","S","S","S","773","S","S","S","29.6"
"0100000US","United States","null","333","3","Machinery manufacturing","null","333","null","31","07","Other prepared foodstuffs and fats and oils","2017","169","65","S","S","42.3","46.4","S","S"
"0100000US","United States","null","333","3","Machinery manufacturing","null","333","null","31","11","Natural sands","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","333","3","Machinery manufacturing","null","333","null","31","13","Other non-metallic minerals, not elsewhere classified ","2017","29","S","S","S","39.7","S","S","S"
"0100000US","United States","null","333","3","Machinery manufacturing","null","333","null","31","14","Metallic ores and concentrates","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","333","3","Machinery manufacturing","null","333","null","31","19","Other coal and petroleum products, not elsewhere classified","2017","73","4","S","1109","35.1","31.3","S","13.3"
"0100000US","United States","null","333","3","Machinery manufacturing","null","333","null","31","20","Basic chemicals","2017","379","S","S","930","29.0","S","S","12.2"
"0100000US","United States","null","333","3","Machinery manufacturing","null","333","null","31","21","Pharmaceutical products","2017","S","S","S","1331","S","S","S","12.5"
"0100000US","United States","null","333","3","Machinery manufacturing","null","333","null","31","23","Other chemical products and preparations, not elsewhere classified","2017","1169","S","66","473","39.8","S","31.6","34.4"
"0100000US","United States","null","333","3","Machinery manufacturing","null","333","null","31","24","Plastics and rubber","2017","5577","987","634","863","18.8","45.0","43.8","9.5"
"0100000US","United States","null","333","3","Machinery manufacturing","null","333","null","31","25","Logs and other wood in the rough","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","333","3","Machinery manufacturing","null","333","null","31","26","Wood products","2017","S","S","S","697","S","S","S","25.1"
"0100000US","United States","null","333","3","Machinery manufacturing","null","333","null","31","27","Pulp, newsprint, paper, and paperboard","2017","S","S","S","1061","S","S","S","10.1"
"0100000US","United States","null","333","3","Machinery manufacturing","null","333","null","31","28","Paper or paperboard articles","2017","S","S","5","810","S","S","25.3","13.9"
"0100000US","United States","null","333","3","Machinery manufacturing","null","333","null","31","29","Printed products","2017","114","5","S","415","38.9","37.6","S","42.5"
"0100000US","United States","null","333","3","Machinery manufacturing","null","333","null","31","30","Textiles, leather, and articles of textiles or leather","2017","876","26","17","665","41.7","42.3","41.9","17.9"
"0100000US","United States","null","333","3","Machinery manufacturing","null","333","null","31","31","Non-metallic mineral products","2017","1743","184","S","862","21.2","37.2","S","9.5"
"0100000US","United States","null","333","3","Machinery manufacturing","null","333","null","31","32","Base metal in primary or semi-finished forms and in finished basic shapes","2017","8178","2153","1082","643","10.7","17.1","17.1","10.5"
"0100000US","United States","null","333","3","Machinery manufacturing","null","333","null","31","33","Articles of base metal","2017","23840","4869","1652","834","9.3","24.3","12.1","6.5"
"0100000US","United States","null","333","3","Machinery manufacturing","null","333","null","31","34","Machinery","2017","231375","22794","17953","870","2.5","10.4","12.4","2.4"
"0100000US","United States","null","333","3","Machinery manufacturing","null","333","null","31","35","Electronic and other electrical equipment and components, and office equipment","2017","17002","658","520","929","9.0","16.1","17.5","3.4"
"0100000US","United States","null","333","3","Machinery manufacturing","null","333","null","31","36","Motorized and other vehicles (includes parts)","2017","42632","5867","3172","814","10.6","15.6","18.1","10.2"
"0100000US","United States","null","333","3","Machinery manufacturing","null","333","null","31","37","Transportation equipment, not elsewhere classified","2017","2745","40","33","794","22.3","23.7","22.4","15.4"
"0100000US","United States","null","333","3","Machinery manufacturing","null","333","null","31","38","Precision instruments and apparatus","2017","9647","S","S","977","11.6","S","S","8.1"
"0100000US","United States","null","333","3","Machinery manufacturing","null","333","null","31","39","Furniture, mattresses and mattress supports, lamps, lighting fittings, and illuminated signs","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","333","3","Machinery manufacturing","null","333","null","31","40","Miscellaneous manufactured products","2017","25554","2205","1503","797","7.7","17.6","12.5","7.7"
"0100000US","United States","null","333","3","Machinery manufacturing","null","333","null","31","41","Waste and scrap","2017","36","98","S","S","23.9","46.7","S","S"
"0100000US","United States","null","333","3","Machinery manufacturing","null","333","null","31","43","Mixed freight","2017","3289","468","368","704","15.4","22.2","24.9","10.4"
"0100000US","United States","null","334","3","Computer and electronic product manufacturing","null","334","null","31","0000","All Commodities","2017","321741","5365","4803","1256","2.6","27.0","27.6","4.7"
"0100000US","United States","null","334","3","Computer and electronic product manufacturing","null","334","null","31","07","Other prepared foodstuffs and fats and oils","2017","S","S","S","823","S","S","S","19.0"
"0100000US","United States","null","334","3","Computer and electronic product manufacturing","null","334","null","31","11","Natural sands","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","334","3","Computer and electronic product manufacturing","null","334","null","31","13","Other non-metallic minerals, not elsewhere classified ","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","334","3","Computer and electronic product manufacturing","null","334","null","31","14","Metallic ores and concentrates","2017","S","Z","Z","814","S","43.8","45.1","19.0"
"0100000US","United States","null","334","3","Computer and electronic product manufacturing","null","334","null","31","19","Other coal and petroleum products, not elsewhere classified","2017","S","Z","Z","1239","S","35.5","38.1","27.3"
"0100000US","United States","null","334","3","Computer and electronic product manufacturing","null","334","null","31","20","Basic chemicals","2017","951","S","S","991","40.8","S","S","7.2"
"0100000US","United States","null","334","3","Computer and electronic product manufacturing","null","334","null","31","21","Pharmaceutical products","2017","S","S","S","1292","S","S","S","18.3"
"0100000US","United States","null","334","3","Computer and electronic product manufacturing","null","334","null","31","22","Fertilizers","2017","4","3","S","1112","40.7","47.9","S","27.7"
"0100000US","United States","null","334","3","Computer and electronic product manufacturing","null","334","null","31","23","Other chemical products and preparations, not elsewhere classified","2017","778","21","19","1268","49.2","37.2","36.7","9.1"
"0100000US","United States","null","334","3","Computer and electronic product manufacturing","null","334","null","31","24","Plastics and rubber","2017","2987","260","268","1142","17.3","18.7","21.2","8.1"
"0100000US","United States","null","334","3","Computer and electronic product manufacturing","null","334","null","31","26","Wood products","2017","S","Z","S","363","S","27.4","S","22.0"
"0100000US","United States","null","334","3","Computer and electronic product manufacturing","null","334","null","31","27","Pulp, newsprint, paper, and paperboard","2017","S","S","S","978","S","S","S","10.1"
"0100000US","United States","null","334","3","Computer and electronic product manufacturing","null","334","null","31","28","Paper or paperboard articles","2017","51","5","3","1248","36.9","48.4","23.4","23.8"
"0100000US","United States","null","334","3","Computer and electronic product manufacturing","null","334","null","31","29","Printed products","2017","S","S","S","834","S","S","S","16.8"
"0100000US","United States","null","334","3","Computer and electronic product manufacturing","null","334","null","31","30","Textiles, leather, and articles of textiles or leather","2017","214","S","S","1199","44.9","S","S","17.5"
"0100000US","United States","null","334","3","Computer and electronic product manufacturing","null","334","null","31","31","Non-metallic mineral products","2017","811","157","33","1089","26.0","43.8","42.7","9.1"
"0100000US","United States","null","334","3","Computer and electronic product manufacturing","null","334","null","31","32","Base metal in primary or semi-finished forms and in finished basic shapes","2017","598","S","S","469","41.9","S","S","18.4"
"0100000US","United States","null","334","3","Computer and electronic product manufacturing","null","334","null","31","33","Articles of base metal","2017","1219","S","S","890","27.3","S","S","8.5"
"0100000US","United States","null","334","3","Computer and electronic product manufacturing","null","334","null","31","34","Machinery","2017","12609","S","S","711","19.6","S","S","8.6"
"0100000US","United States","null","334","3","Computer and electronic product manufacturing","null","334","null","31","35","Electronic and other electrical equipment and components, and office equipment","2017","190999","1270","1244","1307","2.8","8.6","8.3","7.8"
"0100000US","United States","null","334","3","Computer and electronic product manufacturing","null","334","null","31","36","Motorized and other vehicles (includes parts)","2017","5193","102","S","1136","40.2","36.8","S","7.9"
"0100000US","United States","null","334","3","Computer and electronic product manufacturing","null","334","null","31","37","Transportation equipment, not elsewhere classified","2017","12221","63","51","1309","6.3","32.3","27.2","4.5"
"0100000US","United States","null","334","3","Computer and electronic product manufacturing","null","334","null","31","38","Precision instruments and apparatus","2017","78218","639","615","1246","5.1","13.3","9.7","2.6"
"0100000US","United States","null","334","3","Computer and electronic product manufacturing","null","334","null","31","39","Furniture, mattresses and mattress supports, lamps, lighting fittings, and illuminated signs","2017","241","2","1","1028","45.1","42.2","34.0","13.4"
"0100000US","United States","null","334","3","Computer and electronic product manufacturing","null","334","null","31","40","Miscellaneous manufactured products","2017","8696","265","245","1269","8.9","32.3","21.6","6.7"
"0100000US","United States","null","334","3","Computer and electronic product manufacturing","null","334","null","31","41","Waste and scrap","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","334","3","Computer and electronic product manufacturing","null","334","null","31","43","Mixed freight","2017","2526","165","122","1033","21.7","38.0","38.2","11.6"
"0100000US","United States","null","335","3","Electrical equipment, appliance, and component manufacturing","null","335","null","31","0000","All Commodities","2017","129471","16409","11671","1051","2.3","4.8","4.8","5.2"
"0100000US","United States","null","335","3","Electrical equipment, appliance, and component manufacturing","null","335","null","31","07","Other prepared foodstuffs and fats and oils","2017","1","S","S","S","46.3","S","S","S"
"0100000US","United States","null","335","3","Electrical equipment, appliance, and component manufacturing","null","335","null","31","11","Natural sands","2017","Z","2","Z","53","15.7","5.4","5.4","Z"
"0100000US","United States","null","335","3","Electrical equipment, appliance, and component manufacturing","null","335","null","31","13","Other non-metallic minerals, not elsewhere classified ","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","335","3","Electrical equipment, appliance, and component manufacturing","null","335","null","31","19","Other coal and petroleum products, not elsewhere classified","2017","222","247","111","691","34.1","31.7","36.7","25.3"
"0100000US","United States","null","335","3","Electrical equipment, appliance, and component manufacturing","null","335","null","31","20","Basic chemicals","2017","218","20","14","852","34.7","34.4","38.5","16.5"
"0100000US","United States","null","335","3","Electrical equipment, appliance, and component manufacturing","null","335","null","31","21","Pharmaceutical products","2017","S","Z","S","1495","S","48.9","S","7.0"
"0100000US","United States","null","335","3","Electrical equipment, appliance, and component manufacturing","null","335","null","31","22","Fertilizers","2017","Z","S","S","20","33.2","S","S","Z"
"0100000US","United States","null","335","3","Electrical equipment, appliance, and component manufacturing","null","335","null","31","23","Other chemical products and preparations, not elsewhere classified","2017","188","24","14","858","44.6","43.1","47.1","10.8"
"0100000US","United States","null","335","3","Electrical equipment, appliance, and component manufacturing","null","335","null","31","24","Plastics and rubber","2017","1702","416","224","922","16.6","21.9","18.1","5.6"
"0100000US","United States","null","335","3","Electrical equipment, appliance, and component manufacturing","null","335","null","31","26","Wood products","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","335","3","Electrical equipment, appliance, and component manufacturing","null","335","null","31","27","Pulp, newsprint, paper, and paperboard","2017","S","Z","Z","1786","S","17.8","14.9","32.2"
"0100000US","United States","null","335","3","Electrical equipment, appliance, and component manufacturing","null","335","null","31","28","Paper or paperboard articles","2017","S","S","S","1201","S","S","S","12.1"
"0100000US","United States","null","335","3","Electrical equipment, appliance, and component manufacturing","null","335","null","31","29","Printed products","2017","S","S","S","1202","S","S","S","10.5"
"0100000US","United States","null","335","3","Electrical equipment, appliance, and component manufacturing","null","335","null","31","30","Textiles, leather, and articles of textiles or leather","2017","386","29","25","1208","36.9","43.8","42.5","12.6"
"0100000US","United States","null","335","3","Electrical equipment, appliance, and component manufacturing","null","335","null","31","31","Non-metallic mineral products","2017","2170","247","S","532","24.2","42.3","S","29.7"
"0100000US","United States","null","335","3","Electrical equipment, appliance, and component manufacturing","null","335","null","31","32","Base metal in primary or semi-finished forms and in finished basic shapes","2017","4174","1175","885","792","22.2","27.5","31.9","8.8"
"0100000US","United States","null","335","3","Electrical equipment, appliance, and component manufacturing","null","335","null","31","33","Articles of base metal","2017","4304","1100","970","919","15.8","16.9","16.8","5.3"
"0100000US","United States","null","335","3","Electrical equipment, appliance, and component manufacturing","null","335","null","31","34","Machinery","2017","15720","2910","1642","758","12.7","18.6","23.9","7.7"
"0100000US","United States","null","335","3","Electrical equipment, appliance, and component manufacturing","null","335","null","31","35","Electronic and other electrical equipment and components, and office equipment","2017","85427","8799","6808","1117","2.9","4.3","5.6","6.2"
"0100000US","United States","null","335","3","Electrical equipment, appliance, and component manufacturing","null","335","null","31","36","Motorized and other vehicles (includes parts)","2017","2477","195","109","805","14.8","26.4","19.2","6.2"
"0100000US","United States","null","335","3","Electrical equipment, appliance, and component manufacturing","null","335","null","31","37","Transportation equipment, not elsewhere classified","2017","1416","6","7","1140","25.6","21.2","29.2","9.9"
"0100000US","United States","null","335","3","Electrical equipment, appliance, and component manufacturing","null","335","null","31","38","Precision instruments and apparatus","2017","2050","29","25","1126","17.7","36.2","29.9","9.4"
