GeoFips,GeoName,LineCode,Description,2014,2015,2016,2017,2018,2019,2020
12000,Florida,15,      Housing and utilities,152808.5,159226.5,166463.1,173418,182542.6,192016.6,201132.9
12000,Florida,16,      Health care,118457.5,127249.2,133637.9,137409.6,144566.4,153461.8,145069.5
12000,Florida,17,      Transportation services,23631,25025.7,26389.2,27713.7,29548.4,31604.5,22555.3
12000,Florida,18,      Recreation services,26989.2,29470.9,31614.8,33615.9,35824.8,37410.1,28422
12000,Florida,19,      Food services and accommodations,58461.3,63194.7,66012.7,68064.1,72086.3,75245.8,60011.2
12000,Florida,20,      Financial services and insurance,71801.5,77164,80352.5,87183.7,94524.3,96417.6,99342.2
12000,Florida,21,      Other services,59114.8,61342,64018.1,66561.5,71571.9,76083,67305.1
12000,Florida,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),3479.5,2912.9,3855.6,3821.2,4481.3,3176,6999
12000,Florida,23,      Gross output of nonprofit institutions,47351.1,50352.1,53282.2,54449.3,57492.6,59611.2,59676.2
12000,Florida,24,      Less: Receipts from sales of goods and services by nonprofit institutions,43871.6,47439.2,49426.7,50628.1,53011.3,56435.2,52677.2
13000,Georgia,1,Personal consumption expenditures,333460.4,346913.3,361907.9,380377.6,400690.3,416542.5,408752.8
13000,Georgia,2,  Goods,117562.2,120101.4,121947.7,129281.1,136215.1,140449.3,148190.5
13000,Georgia,3,    Durable goods,35031.4,37630.5,39296.2,41466.2,44034.5,45803.2,50199.2
13000,Georgia,4,      Motor vehicles and parts,13594,14897.2,15724.4,16276,17137.9,17243,18632.1
13000,Georgia,5,      Furnishings and durable household equipment,7299.2,7867.9,8307.5,8856.8,9679,10528.4,12085.6
13000,Georgia,6,      Recreational goods and vehicles,8316.8,8796.5,9238.7,10126.5,10727.7,11430,13178.3
13000,Georgia,7,      Other durable goods,5821.4,6068.9,6025.6,6207,6490,6601.8,6303.3
13000,Georgia,8,    Nondurable goods,82530.7,82470.9,82651.5,87814.9,92180.5,94646.2,97991.3
13000,Georgia,9,      Food and beverages purchased for off-premises consumption,28469.7,29235.7,29619.4,31413.3,32320.7,33347.6,37301.3
13000,Georgia,10,      Clothing and footwear,11065.8,11502.8,11612.7,11747.4,12109.1,12230.4,11342
13000,Georgia,11,      Gasoline and other energy goods,13524.2,10433.5,9124.1,10436.2,11694.8,11232.6,8371.6
13000,Georgia,12,      Other nondurable goods,29471,31298.8,32295.3,34218,36056,37835.5,40976.4
13000,Georgia,13,  Services,215898.2,226811.9,239960.2,251096.6,264475.2,276093.2,260562.3
13000,Georgia,14,    Household consumption expenditures (for services),212326.1,223150.5,236109.7,247235.7,260491.5,272348.4,253839.2
13000,Georgia,15,      Housing and utilities,59276.6,61082,64051.3,66269.4,69586.8,73722.6,77008.2
13000,Georgia,16,      Health care,50537,54947,59281.7,61700.6,65277.8,68008,63295.5
13000,Georgia,17,      Transportation services,12600.7,13593.7,14376,14982.6,15836.5,17053.6,12535.3
13000,Georgia,18,      Recreation services,15065.2,15277.8,16408.5,17370.9,17647.5,17880.6,13286.3
13000,Georgia,19,      Food services and accommodations,23414.5,24440.8,25798.5,27308.3,28626.7,29964,25210.7
13000,Georgia,20,      Financial services and insurance,23853.4,25416.9,26498.6,28392.4,30456.3,30560.5,30811.1
13000,Georgia,21,      Other services,27578.7,28392.3,29695.2,31211.5,33059.9,35159,31692.2
13000,Georgia,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),3572.1,3661.3,3850.4,3860.8,3983.7,3744.8,6723.1
13000,Georgia,23,      Gross output of nonprofit institutions,30126.1,32451.6,34887,36169.6,38324.6,38977.2,39135.9
13000,Georgia,24,      Less: Receipts from sales of goods and services by nonprofit institutions,26553.9,28790.3,31036.5,32308.7,34340.9,35232.4,32412.8
15000,Hawaii,1,Personal consumption expenditures,55604.6,57056.7,58783.7,61138.7,64439,66976.9,63427.5
15000,Hawaii,2,  Goods,16741.6,16870.6,17285.4,17947,18914.8,19443.2,19708.9
15000,Hawaii,3,    Durable goods,4429.5,4650.7,4804.7,4977.7,5247,5332.3,5570.7
15000,Hawaii,4,      Motor vehicles and parts,1650.6,1800.1,1872.9,1949.4,1995.6,1938.8,1993.4
15000,Hawaii,5,      Furnishings and durable household equipment,1187.5,1250.1,1313.9,1385.3,1488.8,1515.1,1627
15000,Hawaii,6,      Recreational goods and vehicles,837.1,828.6,831.8,833.7,896.4,969.1,1105.5
15000,Hawaii,7,      Other durable goods,754.3,772,786.1,809.4,866.3,909.3,844.9
15000,Hawaii,8,    Nondurable goods,12312,12219.8,12480.7,12969.2,13667.8,14110.9,14138.2
15000,Hawaii,9,      Food and beverages purchased for off-premises consumption,4950,4998.8,5099.4,5300,5546.7,5780.9,6410.4
15000,Hawaii,10,      Clothing and footwear,1849.7,1853,1898.2,1962.5,2082.8,2090.1,1541.5
15000,Hawaii,11,      Gasoline and other energy goods,1074.4,798.8,773.4,874.4,996.4,925.5,619.3
15000,Hawaii,12,      Other nondurable goods,4437.8,4569.3,4709.8,4832.3,5041.9,5314.4,5567
15000,Hawaii,13,  Services,38863,40186.1,41498.3,43191.7,45524.2,47533.8,43718.6
15000,Hawaii,14,    Household consumption expenditures (for services),36274.2,37663.5,38801.5,40452.3,42555.8,44550.7,40256.6
15000,Hawaii,15,      Housing and utilities,11904,12168.3,12512.5,12925.7,13327.1,13929.1,14639.3
15000,Hawaii,16,      Health care,8014.5,8509.7,8846.2,9232.6,9789.2,10386.1,9851.8
15000,Hawaii,17,      Transportation services,1784.6,1789.6,1836.4,1987.1,2147.8,2315.2,1323.2
15000,Hawaii,18,      Recreation services,2399.8,2507.8,2559.2,2572.6,2691.2,2669.4,1617.2
15000,Hawaii,19,      Food services and accommodations,3923.8,4185.4,4377.7,4641.6,4861.7,5114.3,3368.1
15000,Hawaii,20,      Financial services and insurance,3814.8,4016.3,4101.6,4409.1,4739.7,4797.3,4807.7
15000,Hawaii,21,      Other services,4432.6,4486.5,4567.9,4683.6,4999,5339.3,4649.4
15000,Hawaii,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),2588.8,2522.6,2696.9,2739.4,2968.5,2983.1,3462
15000,Hawaii,23,      Gross output of nonprofit institutions,7248.2,7406,7695.6,7884.7,8436.7,8789,8803.1
15000,Hawaii,24,      Less: Receipts from sales of goods and services by nonprofit institutions,4659.4,4883.4,4998.7,5145.3,5468.2,5805.9,5341.1
16000,Idaho,1,Personal consumption expenditures,49025.6,51075.7,53704.8,57319.8,61376.3,63986.3,64780.6
16000,Idaho,2,  Goods,18025.9,18481.3,19077,20295.7,21347.9,21766.7,23333.8
16000,Idaho,3,    Durable goods,5958.4,6563.5,7041.6,7584.6,8055.9,8272,9389.1
16000,Idaho,4,      Motor vehicles and parts,2024.6,2290.4,2447.3,2719.8,2870.3,2835.2,3181.4
16000,Idaho,5,      Furnishings and durable household equipment,1219.9,1320.9,1394.7,1477.7,1622.3,1756.4,2020.6
16000,Idaho,6,      Recreational goods and vehicles,1860.1,2067.8,2305.2,2465.9,2610.3,2710.5,3246.3
16000,Idaho,7,      Other durable goods,853.8,884.4,894.4,921.2,953,969.9,940.8
16000,Idaho,8,    Nondurable goods,12067.4,11917.8,12035.4,12711.1,13292,13494.7,13944.7
16000,Idaho,9,      Food and beverages purchased for off-premises consumption,4589.3,4756.9,4867.9,5079.3,5210.6,5361.6,5923.8
16000,Idaho,10,      Clothing and footwear,1332.8,1366.2,1430,1453.1,1528.9,1554.8,1523.8
16000,Idaho,11,      Gasoline and other energy goods,2627.3,2046.9,1811.9,2117.1,2394.5,2240.4,1719.4
16000,Idaho,12,      Other nondurable goods,3518.1,3747.7,3925.7,4061.6,4157.9,4337.9,4777.8
16000,Idaho,13,  Services,30999.7,32594.4,34627.8,37024.1,40028.4,42219.5,41446.8
16000,Idaho,14,    Household consumption expenditures (for services),30412.4,32060.8,34050.1,36294.1,39260.7,41492.3,40307.5
16000,Idaho,15,      Housing and utilities,9256.1,9458.3,9897.8,10378.2,11249.6,11874.1,12623.9
16000,Idaho,16,      Health care,8525.5,9280.4,9959.3,10568.4,11331.4,11998.8,11269.4
16000,Idaho,17,      Transportation services,1324.2,1377.9,1474.8,1614.3,1776,1955.8,1702.1
16000,Idaho,18,      Recreation services,1560.5,1665.4,1778.3,1905,2022.3,2119,1478.1
16000,Idaho,19,      Food services and accommodations,3059.5,3275.1,3495.4,3688.8,3978.7,4246.7,3911.6
16000,Idaho,20,      Financial services and insurance,3665.1,3913.1,4156.5,4639.4,5132,5253.8,5372.6
16000,Idaho,21,      Other services,3021.4,3090.6,3288,3500,3770.8,4044.1,3949.8
16000,Idaho,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),587.3,533.6,577.7,730,767.7,727.2,1139.3
16000,Idaho,23,      Gross output of nonprofit institutions,5154.3,5575.4,6103.2,5744.1,6175.1,6459.6,6435.2
16000,Idaho,24,      Less: Receipts from sales of goods and services by nonprofit institutions,4567,5041.8,5525.4,5014.1,5407.4,5732.3,5296
17000,Illinois,1,Personal consumption expenditures,492043.9,504573.4,518592.3,535827.7,559565.3,574299.8,553611.6
17000,Illinois,2,  Goods,150663.1,152756.1,154454,160290.7,166653.8,171565.5,178371.7
17000,Illinois,3,    Durable goods,49884.3,51876.8,52828.9,54506.3,56106.3,58147.7,62018
17000,Illinois,4,      Motor vehicles and parts,17008.2,18097.4,18009.2,18164.7,18542,18219.7,18619.2
17000,Illinois,5,      Furnishings and durable household equipment,10685.6,11405.3,12007.3,12449.9,12964.3,13499.2,14626.5
17000,Illinois,6,      Recreational goods and vehicles,13903.1,13811.6,14295.2,15346.1,15865.2,17474.7,20082.3
17000,Illinois,7,      Other durable goods,8287.4,8562.5,8517.2,8545.5,8734.8,8954.2,8690.1
17000,Illinois,8,    Nondurable goods,100778.8,100879.2,101625.2,105784.4,110547.5,113417.7,116353.6
17000,Illinois,9,      Food and beverages purchased for off-premises consumption,32838,33611.8,34030.5,35213.1,36134.4,37430.6,41251.5
17000,Illinois,10,      Clothing and footwear,15828.1,16327.5,16457.2,16224.8,16688.8,16727.5,15330.6
17000,Illinois,11,      Gasoline and other energy goods,13686.3,10401.7,9219.8,10489.4,12437.2,11359.2,8289.3
17000,Illinois,12,      Other nondurable goods,38426.4,40538.2,41917.7,43857.1,45287.1,47900.4,51482.2
17000,Illinois,13,  Services,341380.8,351817.4,364138.3,375537,392911.5,402734.4,375239.9
17000,Illinois,14,    Household consumption expenditures (for services),318662.9,329323.7,339759.3,350571.2,365610.1,376374.8,343847
17000,Illinois,15,      Housing and utilities,85774,86489.9,88808.4,91047.1,94424.8,95888.6,97622.4
17000,Illinois,16,      Health care,79844.2,81773.5,84766,86510.6,89893.6,92920.9,86508.7
17000,Illinois,17,      Transportation services,19572.2,20520.1,21551.3,22433,23484.9,24568.6,17226.9
17000,Illinois,18,      Recreation services,18718.7,20115.4,20857.3,21292.2,21960.5,22438.4,16378.5
17000,Illinois,19,      Food services and accommodations,30711.2,33035.9,34509.7,35834.7,37364.7,38929.4,29558.1
17000,Illinois,20,      Financial services and insurance,38879.6,41048.4,41621.4,44482.8,47098.8,47892.1,48154.2
17000,Illinois,21,      Other services,45162.9,46340.4,47645.1,48970.8,51382.9,53736.8,48398.2
17000,Illinois,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),22717.9,22493.7,24379,24965.8,27301.4,26359.5,31392.9
17000,Illinois,23,      Gross output of nonprofit institutions,69373.3,71024.5,74567.2,76324.6,81632.6,81977.1,82808.4
17000,Illinois,24,      Less: Receipts from sales of goods and services by nonprofit institutions,46655.4,48530.9,50188.2,51358.7,54331.2,55617.5,51415.6
18000,Indiana,1,Personal consumption expenditures,217888.8,222911.7,230341.9,242291,253792.5,260120,257343.1
18000,Indiana,2,  Goods,76557.1,77341.9,79238.9,83448.3,86433.6,87779.1,91098.9
18000,Indiana,3,    Durable goods,23431.7,24795.7,25640.4,26936.9,28022.7,28529.2,30888.4
18000,Indiana,4,      Motor vehicles and parts,8612.9,9418.4,9669.3,10195.2,10830.6,10804.1,11680.7
18000,Indiana,5,      Furnishings and durable household equipment,5070.7,5346.9,5611.2,5944.4,6317.9,6498.6,7223.4
18000,Indiana,6,      Recreational goods and vehicles,6207.6,6407.3,6688.3,7044.7,7058.8,7373.8,8209.4
18000,Indiana,7,      Other durable goods,3540.5,3623.1,3671.7,3752.6,3815.4,3852.7,3774.9
18000,Indiana,8,    Nondurable goods,53125.4,52546.2,53598.5,56511.4,58410.9,59250,60210.6
18000,Indiana,9,      Food and beverages purchased for off-premises consumption,17477.2,18160,18826.5,19557.5,19813.7,20158.2,22175.9
18000,Indiana,10,      Clothing and footwear,6125,6230.9,6474.3,6615.5,6754.5,6812.6,6538.5
18000,Indiana,11,      Gasoline and other energy goods,10235.6,7807,7001.2,7905.9,8995.9,8661.7,6109.2
18000,Indiana,12,      Other nondurable goods,19287.7,20348.3,21296.4,22432.5,22846.8,23617.5,25386.9
18000,Indiana,13,  Services,141331.7,145569.8,151103,158842.7,167358.9,172340.9,166244.2
18000,Indiana,14,    Household consumption expenditures (for services),133885.4,138135.3,143087.5,150501,158469.4,163628.7,155914.7
18000,Indiana,15,      Housing and utilities,38434.5,38813.5,39324.4,41034.5,43536,43806,45177.9
18000,Indiana,16,      Health care,42085.2,43847.7,46350.2,48861.1,50840.5,53531.6,50715
18000,Indiana,17,      Transportation services,5581.5,5837.6,6285.7,6555.2,6895.6,7152.4,6107
18000,Indiana,18,      Recreation services,6134.3,6330.6,6663.8,6892.2,7061.2,7243.2,5334.9
18000,Indiana,19,      Food services and accommodations,13735.9,14659.3,15072.3,15499.3,16159.9,16704.4,14552.5
18000,Indiana,20,      Financial services and insurance,13021.1,13718.3,14121.5,15752.9,17285.9,17826.2,17908.7
18000,Indiana,21,      Other services,14893,14928.4,15269.6,15906,16690.2,17364.9,16118.6
18000,Indiana,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),7446.3,7434.5,8015.5,8341.6,8889.4,8712.2,10329.5
18000,Indiana,23,      Gross output of nonprofit institutions,24035.4,24757.5,26274.2,27540.6,28915.5,29894.8,30186.6
18000,Indiana,24,      Less: Receipts from sales of goods and services by nonprofit institutions,16589.1,17323,18258.7,19199,20026,21182.5,19857.1
19000,Iowa,1,Personal consumption expenditures,106473.5,108541.7,111435.6,115223.3,119389.8,121839.6,118904.6
19000,Iowa,2,  Goods,38675.1,38394.4,38952.4,40224.4,41478.8,41609.6,43029.9
19000,Iowa,3,    Durable goods,12281,12832.8,13270.6,13706.6,14199,14404.6,15726.7
19000,Iowa,4,      Motor vehicles and parts,5221.5,5647.7,5852.4,6092.5,6353.8,6347.3,7073.9
19000,Iowa,5,      Furnishings and durable household equipment,2438.6,2538.3,2663.7,2748.2,2867.3,2928.5,3168.8
19000,Iowa,6,      Recreational goods and vehicles,3067.6,3084.1,3191.3,3296.6,3378.9,3542.4,3970.4
19000,Iowa,7,      Other durable goods,1553.3,1562.7,1563.2,1569.2,1599.1,1586.3,1513.6
19000,Iowa,8,    Nondurable goods,26394.1,25561.6,25681.8,26517.8,27279.8,27205,27303.1
19000,Iowa,9,      Food and beverages purchased for off-premises consumption,8515.7,8696.1,8879,8999.2,9055.6,8974.9,9902.7
19000,Iowa,10,      Clothing and footwear,2818.9,2818.2,2902,2916.9,2998.6,2984.7,2780.1
19000,Iowa,11,      Gasoline and other energy goods,5848.9,4611.1,4083.4,4507.2,5016.2,4786.6,3503.5
19000,Iowa,12,      Other nondurable goods,9210.6,9436.2,9817.3,10094.5,10209.3,10458.7,11116.8
19000,Iowa,13,  Services,67798.4,70147.3,72483.2,74999,77911,80230,75874.7
19000,Iowa,14,    Household consumption expenditures (for services),63688.3,65896.7,67930.4,70289.3,73004.3,75340.7,70402.4
19000,Iowa,15,      Housing and utilities,18325.2,18703,19074.6,19629.1,20469.3,21277.9,21831.3
19000,Iowa,16,      Health care,18062.5,18879.9,19724.6,20098.5,20528.9,21140.9,19348.2
19000,Iowa,17,      Transportation services,2897.1,2965.5,3118.6,3309,3458.5,3634.8,2995
19000,Iowa,18,      Recreation services,3504.9,3500.6,3522.9,3539.6,3696.1,3775,2714.7
19000,Iowa,19,      Food services and accommodations,6191.8,6513.4,6750.4,6914.3,7112.4,7262.9,6086.2
19000,Iowa,20,      Financial services and insurance,6692.2,7100.6,7372.1,8103.3,8712.3,8851.2,8846.6
19000,Iowa,21,      Other services,8014.6,8233.6,8367.2,8695.6,9026.7,9398,8580.4
19000,Iowa,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),4110,4250.6,4552.8,4709.6,4906.7,4889.4,5472.3
19000,Iowa,23,      Gross output of nonprofit institutions,12025.9,12605.6,13273.8,13571.2,13942,14191.9,13943.5
19000,Iowa,24,      Less: Receipts from sales of goods and services by nonprofit institutions,7915.8,8355,8720.9,8861.6,9035.3,9302.6,8471.2
20000,Kansas,1,Personal consumption expenditures,99395.5,101825.9,103792.2,107133.4,111458.2,114770.6,113185.3
20000,Kansas,2,  Goods,33292.7,33609.6,33909.1,34606,35749.8,36355.6,37822
20000,Kansas,3,    Durable goods,10376.3,10936.6,11120.3,11271.5,11617.8,11728.3,12469.7
20000,Kansas,4,      Motor vehicles and parts,4196.3,4588.4,4640.4,4773.4,4979.4,4981.5,5231.2
20000,Kansas,5,      Furnishings and durable household equipment,2510.1,2634.7,2761.5,2807,2905.8,2934.4,3213.6
20000,Kansas,6,      Recreational goods and vehicles,2144.6,2134.6,2160.5,2144.3,2144.5,2217.2,2488.2
20000,Kansas,7,      Other durable goods,1525.2,1578.9,1557.9,1546.8,1588,1595.1,1536.7
20000,Kansas,8,    Nondurable goods,22916.5,22673,22788.8,23334.4,24132,24627.3,25352.3
20000,Kansas,9,      Food and beverages purchased for off-premises consumption,8433,8702.9,8914.3,9172.5,9378.4,9624.9,10698.5
20000,Kansas,10,      Clothing and footwear,2695,2741.5,2790.2,2763.7,2797.7,2757.3,2592.9
20000,Kansas,11,      Gasoline and other energy goods,3939.4,3064,2698.1,2886.8,3187.2,3036.7,2148.9
20000,Kansas,12,      Other nondurable goods,7849.1,8164.6,8386.3,8511.4,8768.8,9208.5,9912
20000,Kansas,13,  Services,66102.7,68216.3,69883.2,72527.4,75708.5,78415,75363.3
20000,Kansas,14,    Household consumption expenditures (for services),63401.2,65506,66948.9,69439.6,72428.6,75180.2,71425.5
20000,Kansas,15,      Housing and utilities,16758.7,17001.9,17483.2,18180.1,18864.9,19406.7,19877.8
20000,Kansas,16,      Health care,17149.4,17961.8,18477.8,18928.7,19547,20566.9,19542.8
20000,Kansas,17,      Transportation services,2716.1,2794.5,2924.9,3023.3,3190.6,3393.5,2714.3
20000,Kansas,18,      Recreation services,3805.2,3727.8,3612.1,3546.6,3720.6,3842.9,2985
20000,Kansas,19,      Food services and accommodations,5751.9,6097.9,6222.7,6394,6573.5,6789,5972.7
20000,Kansas,20,      Financial services and insurance,7466.7,7979.5,8314.9,9110.5,9884.9,10078.4,10219.1
20000,Kansas,21,      Other services,9753.3,9942.4,9913.3,10256.3,10647.1,11102.9,10113.7
20000,Kansas,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),2701.5,2710.3,2934.2,3087.8,3279.8,3234.8,3937.8
20000,Kansas,23,      Gross output of nonprofit institutions,10647.8,11135.3,11802,12155.1,12607.3,13071.1,13279.9
20000,Kansas,24,      Less: Receipts from sales of goods and services by nonprofit institutions,7946.3,8425,8867.7,9067.3,9327.5,9836.3,9342.1
21000,Kentucky,1,Personal consumption expenditures,138860.5,143345.3,148558.2,154166.2,160787.7,165185.9,163749.9
21000,Kentucky,2,  Goods,50978.8,51805.4,52905.3,54938.5,56944,57598.8,60177.5
21000,Kentucky,3,    Durable goods,13986,15073.2,15633.2,15898.5,16582.2,16866.2,18266
21000,Kentucky,4,      Motor vehicles and parts,5611.6,6198.8,6381.6,6526.7,6806.8,6752.4,7160.7
21000,Kentucky,5,      Furnishings and durable household equipment,3047.9,3240.4,3425.7,3582.7,3834,4008.3,4442.5
21000,Kentucky,6,      Recreational goods and vehicles,3082.2,3347.1,3545.7,3532.3,3620.7,3760.3,4360.7
21000,Kentucky,7,      Other durable goods,2244.3,2286.9,2280.2,2256.8,2320.7,2345.3,2302.1
21000,Kentucky,8,    Nondurable goods,36992.8,36732.1,37272.1,39040,40361.8,40732.5,41911.5
21000,Kentucky,9,      Food and beverages purchased for off-premises consumption,12853.1,13297.6,13746.5,14324.6,14500,14591.1,16030.9
21000,Kentucky,10,      Clothing and footwear,3677.1,3783.5,3888.9,3942.6,3988.6,3994,3840.7
21000,Kentucky,11,      Gasoline and other energy goods,6534,4952.3,4384.3,4896.1,5519.2,5221.5,3802.8
21000,Kentucky,12,      Other nondurable goods,13928.5,14698.8,15252.4,15876.7,16354,16925.9,18237.1
21000,Kentucky,13,  Services,87881.6,91540,95652.9,99227.7,103843.8,107587.1,103572.4
21000,Kentucky,14,    Household consumption expenditures (for services),83350.7,86912.8,90785.5,94157.7,98533.3,102249.7,97403.5
21000,Kentucky,15,      Housing and utilities,23591,23857.1,24521.4,25175.9,26369.2,27035.2,27926.6
21000,Kentucky,16,      Health care,25081.5,26832.3,28507.9,29218.3,30000.8,31205.9,29373.4
21000,Kentucky,17,      Transportation services,2893.2,2978.2,3168.6,3334.8,3577.9,3828.4,3187.8
21000,Kentucky,18,      Recreation services,4165.6,4349,4581.4,4901.4,5062.8,5246.6,4191.4
21000,Kentucky,19,      Food services and accommodations,8770.4,9243.9,9569.1,9858.6,10179.2,10617.5,9124.2
21000,Kentucky,20,      Financial services and insurance,8971.4,9649.1,10199.5,11184.2,12324.1,12517,12774.7
21000,Kentucky,21,      Other services,9877.7,10003.3,10237.5,10484.6,11019.2,11799.3,10825.4
21000,Kentucky,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),4530.9,4627.1,4867.4,5070,5310.5,5337.4,6168.9
21000,Kentucky,23,      Gross output of nonprofit institutions,14754.7,15741.1,16622.1,16985.3,17478.2,18093.2,18188
21000,Kentucky,24,      Less: Receipts from sales of goods and services by nonprofit institutions,10223.8,11114,11754.7,11915.3,12167.7,12755.8,12019.1
22000,Louisiana,1,Personal consumption expenditures,153179.5,157340.3,160575.5,165360.8,171430.4,176521.2,173521
22000,Louisiana,2,  Goods,56177.6,56589,56614.6,57853.8,59493.8,60081,61376.2
22000,Louisiana,3,    Durable goods,17361.4,18186,18118.3,18359.7,18914.9,19023.6,20221.3
22000,Louisiana,4,      Motor vehicles and parts,7890.7,8405.7,8271,8266,8478.4,8383.5,8938.1
22000,Louisiana,5,      Furnishings and durable household equipment,3976.7,4185,4329.9,4592.1,4788.4,4845.5,5198.4
22000,Louisiana,6,      Recreational goods and vehicles,3310.6,3350.9,3302.1,3321.4,3433.7,3573.4,3968.1
22000,Louisiana,7,      Other durable goods,2183.3,2244.4,2215.3,2180.3,2214.4,2221.3,2116.7
22000,Louisiana,8,    Nondurable goods,38816.2,38403,38496.4,39494.1,40578.9,41057.3,41154.9
22000,Louisiana,9,      Food and beverages purchased for off-premises consumption,12544,12969.7,13158.9,13351,13533.6,13710.8,15056.7
22000,Louisiana,10,      Clothing and footwear,4829.5,4910.4,4968.5,4916.3,4963.3,4925,4611.1
22000,Louisiana,11,      Gasoline and other energy goods,6884.4,5173.3,4642.3,5094.8,5618.4,5358.7,3767
22000,Louisiana,12,      Other nondurable goods,14558.3,15349.6,15726.7,16132,16463.6,17062.8,17720.1
22000,Louisiana,13,  Services,97001.9,100751.3,103960.8,107507,111936.7,116440.2,112144.8
22000,Louisiana,14,    Household consumption expenditures (for services),93665.1,97484.2,100483.9,103893.4,108206.4,112757.7,107743
22000,Louisiana,15,      Housing and utilities,26061.4,26530.4,27229.5,27707.1,28852.8,29866.8,30840.5
22000,Louisiana,16,      Health care,26459,28200.3,29408.2,30098.1,30728.9,32613.7,31317.1
22000,Louisiana,17,      Transportation services,3695.7,3763.1,3811.9,3898.8,4037.7,4241.8,3422.2
22000,Louisiana,18,      Recreation services,4712.3,4937.5,5030.2,5253.2,5401.9,5512.8,4153.3
22000,Louisiana,19,      Food services and accommodations,11451.8,12215.8,12352,12648.8,13153.2,13451.9,10886.6
22000,Louisiana,20,      Financial services and insurance,11062.5,11453.2,11892.1,12984.8,14394.8,14645.8,15146.2
22000,Louisiana,21,      Other services,10222.5,10383.9,10759.9,11302.5,11637,12424.9,11977
22000,Louisiana,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),3336.8,3267.1,3476.9,3613.6,3730.3,3682.4,4401.8
22000,Louisiana,23,      Gross output of nonprofit institutions,12408,13001.1,13631.5,13791.2,14072,14735.1,15007.5
22000,Louisiana,24,      Less: Receipts from sales of goods and services by nonprofit institutions,9071.2,9734,10154.6,10177.6,10341.8,11052.6,10605.7
23000,Maine,1,Personal consumption expenditures,51947.7,53337.5,54847.8,57591.1,60085.5,62130.4,61123.8
23000,Maine,2,  Goods,17480.6,17424.8,17785,18656.3,19535.1,20202,21163.3
23000,Maine,3,    Durable goods,5085.9,5311.5,5490.6,5707.8,5969.8,6151.8,6750.7
23000,Maine,4,      Motor vehicles and parts,2031.3,2195.6,2226.6,2291.7,2406.4,2429.6,2662.7
23000,Maine,5,      Furnishings and durable household equipment,1209.4,1241.2,1310.6,1378.4,1475.3,1549.5,1715.6
23000,Maine,6,      Recreational goods and vehicles,1205.2,1195.8,1249.2,1324.9,1367.6,1432.3,1658.3
23000,Maine,7,      Other durable goods,639.9,678.9,704.2,712.8,720.6,740.4,714.2
23000,Maine,8,    Nondurable goods,12394.8,12113.3,12294.4,12948.5,13565.3,14050.2,14412.6
23000,Maine,9,      Food and beverages purchased for off-premises consumption,4475.6,4493.1,4591.7,4782.8,4971.1,5206.4,5857.3
23000,Maine,10,      Clothing and footwear,1292.5,1294.3,1300.4,1286.5,1299.9,1318.9,1178.5
23000,Maine,11,      Gasoline and other energy goods,2370.9,1845.2,1625.3,1899.9,2177.9,2128.4,1528.9
23000,Maine,12,      Other nondurable goods,4255.7,4480.6,4776.9,4979.3,5116.4,5396.6,5847.9
23000,Maine,13,  Services,34467,35912.7,37062.8,38934.8,40550.4,41928.4,39960.4
23000,Maine,14,    Household consumption expenditures (for services),31976.3,33359.8,34344.4,36031.6,37530.3,38824.5,36563.5
23000,Maine,15,      Housing and utilities,9340.4,9659.5,9770.8,10309.2,10728.8,11062.2,11526.6
23000,Maine,16,      Health care,9313.8,9898.3,10264.7,10619.8,10848.9,11172.1,10599.8
23000,Maine,17,      Transportation services,1330.8,1414.5,1504.1,1573.1,1680.4,1739.6,1382.9
23000,Maine,18,      Recreation services,1923.4,2008.1,2120.2,2249.9,2394.8,2478.6,1846.5
23000,Maine,19,      Food services and accommodations,3314.4,3509.6,3696.1,3942,4159.9,4374.7,3377.2
23000,Maine,20,      Financial services and insurance,3204.7,3323.4,3343.1,3539,3758.3,3716.1,3717.6
23000,Maine,21,      Other services,3548.7,3546.4,3645.4,3798.7,3959.1,4281.2,4112.9
23000,Maine,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),2490.8,2552.9,2718.4,2903.2,3020.1,3103.9,3397
23000,Maine,23,      Gross output of nonprofit institutions,6364.9,6588.9,6788.5,7096.4,7269.8,7592.4,7683
23000,Maine,24,      Less: Receipts from sales of goods and services by nonprofit institutions,3874.2,4036,4070.1,4193.2,4249.7,4488.5,4286
24000,Maryland,1,Personal consumption expenditures,242928.8,248999.3,255458.3,263908.1,273980.3,280841.7,268456.8
24000,Maryland,2,  Goods,74756.8,75394.4,75772.4,78013.3,80368.1,82091,83858.8
24000,Maryland,3,    Durable goods,23998.9,24993.3,25262.8,25660.3,26316.1,27116.6,28157.8
