SAEMP25N Total Full-Time and Part-Time Employment by NAICS Industry 1/,,,,,,,
(number of jobs) ,,,,,,,
Bureau of Economic Analysis ,,,,,,,
State or DC,,,,,,,
GeoFips,GeoName,LineCode,Description,2006,2007,2008,2009
21000,Kentucky,802,        Rail transportation,(D),(D),(D),(D)
21000,Kentucky,803,        Water transportation,1417,1610,1814,1764
21000,Kentucky,804,        Truck transportation,34657,35686,33439,31449
21000,Kentucky,805,        Transit and ground passenger transportation,3891,4158,4064,3933
21000,Kentucky,806,        Pipeline transportation,1001,949,947,946
21000,Kentucky,807,        Scenic and sightseeing transportation,245,276,237,240
21000,Kentucky,808,        Support activities for transportation,7189,8002,7572,7233
21000,Kentucky,809,        Couriers and messengers,(D),(D),(D),(D)
21000,Kentucky,811,        Warehousing and storage,16992,18293,19837,17022
21000,Kentucky,900,      Information,33616,34200,33859,31805
21000,Kentucky,901,        Publishing industries (except Internet),7869,8559,8155,7158
21000,Kentucky,902,        Motion picture and sound recording industries,2369,2367,2382,2473
21000,Kentucky,903,        Broadcasting (except Internet),4024,4007,3958,3680
21000,Kentucky,904,        Internet publishing and broadcasting 3/,217,(NA),(NA),(NA)
21000,Kentucky,905,        Telecommunications,11970,12257,12369,12401
21000,Kentucky,906,"        Data processing, hosting, and related services",6828,6389,6409,5522
21000,Kentucky,907,        Other information services 3/,339,621,586,571
21000,Kentucky,1000,      Finance and insurance,91583,94001,97803,100326
21000,Kentucky,1001,        Monetary Authorities-central bank,67,75,80,80
21000,Kentucky,1002,        Credit intermediation and related activities,39970,40252,39892,38765
21000,Kentucky,1003,"        Securities, commodity contracts, and other financial investments and related activities",14975,15649,19195,21626
21000,Kentucky,1004,        Insurance carriers and related activities,34676,35789,36429,36613
21000,Kentucky,1005,"        Funds, trusts, and other financial vehicles",1895,2236,2207,3242
21000,Kentucky,1100,      Real estate and rental and leasing,72686,75922,76693,75398
21000,Kentucky,1101,        Real estate,62540,66126,66987,66601
21000,Kentucky,1102,        Rental and leasing services,9918,9588,9552,8638
21000,Kentucky,1103,        Lessors of nonfinancial intangible assets (except copyrighted works),228,208,154,159
21000,Kentucky,1200,"      Professional, scientific, and technical services",96844,103400,106569,105932
21000,Kentucky,1300,      Management of companies and enterprises,17517,20666,21590,21474
21000,Kentucky,1400,      Administrative and support and waste management and remediation services,131487,132845,126801,116600
21000,Kentucky,1401,        Administrative and support services,126505,127826,121763,111560
21000,Kentucky,1402,        Waste management and remediation services,4982,5019,5038,5040
21000,Kentucky,1500,      Educational services,34975,35599,35782,37112
21000,Kentucky,1600,      Health care and social assistance,230087,235310,239552,242219
21000,Kentucky,1601,        Ambulatory health care services,81630,84698,86264,87304
21000,Kentucky,1602,        Hospitals,70621,70479,70953,72038
21000,Kentucky,1603,        Nursing and residential care facilities,40646,41753,43235,43383
21000,Kentucky,1604,        Social assistance,37190,38380,39100,39494
21000,Kentucky,1700,"      Arts, entertainment, and recreation",33576,35290,35921,35543
21000,Kentucky,1701,"        Performing arts, spectator sports, and related industries",16775,17867,17885,17896
21000,Kentucky,1702,"        Museums, historical sites, and similar institutions",1103,1112,1146,1091
21000,Kentucky,1703,"        Amusement, gambling, and recreation industries",15698,16311,16890,16556
21000,Kentucky,1800,      Accommodation and food services,158532,162030,161739,157525
21000,Kentucky,1801,        Accommodation,17034,17244,16677,15281
21000,Kentucky,1802,        Food services and drinking places,141498,144786,145062,142244
21000,Kentucky,1900,      Other services (except government and government enterprises),125769,127922,126954,124065
21000,Kentucky,1901,        Repair and maintenance,33886,33669,31516,30337
21000,Kentucky,1902,        Personal and laundry services,37348,39812,39363,39051
21000,Kentucky,1903,"        Religious, grantmaking, civic, professional, and similar organizations",41660,41241,43197,42310
21000,Kentucky,1904,        Private households,12875,13200,12878,12367
21000,Kentucky,2000,    Government and government enterprises,360275,365337,369380,373755
21000,Kentucky,2001,      Federal civilian,37088,37158,37960,39393
21000,Kentucky,2002,      Military,50333,50832,53779,54773
21000,Kentucky,2010,      State and local,272854,277347,277641,279589
21000,Kentucky,2011,        State government,96114,99921,98850,100496
21000,Kentucky,2012,        Local government,176740,177426,178791,179093
22000,Louisiana,,Employment by place of work,,,,
22000,Louisiana,10,Total employment (number of jobs),2413797,2501135,2550836,2529953
22000,Louisiana,,By type,,,,
22000,Louisiana,20,  Wage and salary employment,1948257,2011614,2035781,1995691
22000,Louisiana,40,  Proprietors employment,465540,489521,515055,534262
22000,Louisiana,50,    Farm proprietors employment,22254,24802,24769,24713
22000,Louisiana,60,    Nonfarm proprietors employment 2/,443286,464719,490286,509549
22000,Louisiana,,By industry,,,,
22000,Louisiana,70,  Farm employment,31121,32790,32545,33600
22000,Louisiana,80,  Nonfarm employment,2382676,2468345,2518291,2496353
22000,Louisiana,90,    Private nonfarm employment,2000012,2079207,2117277,2089961
22000,Louisiana,100,"      Forestry, fishing, and related activities",18069,18147,18490,18187
22000,Louisiana,101,        Forestry and logging,5087,4981,5167,4613
22000,Louisiana,102,"        Fishing, hunting and trapping",7511,7371,7542,7830
22000,Louisiana,103,        Support activities for agriculture and forestry,5471,5795,5781,5744
22000,Louisiana,200,"      Mining, quarrying, and oil and gas extraction",57976,60444,71480,67663
22000,Louisiana,201,        Oil and gas extraction,18261,17500,24615,25332
22000,Louisiana,202,        Mining (except oil and gas),1605,1722,1720,1651
22000,Louisiana,203,        Support activities for mining,38110,41222,45145,40680
22000,Louisiana,300,      Utilities,9785,9707,9804,9905
22000,Louisiana,400,      Construction,196181,200716,198008,190024
22000,Louisiana,401,        Construction of buildings,39480,41046,41418,37290
22000,Louisiana,402,        Heavy and civil engineering construction,43105,45112,45178,46406
22000,Louisiana,403,        Specialty trade contractors,113596,114558,111412,106328
22000,Louisiana,500,      Manufacturing,158696,164375,159466,150233
22000,Louisiana,510,        Durable goods manufacturing,86496,90957,86886,79295
22000,Louisiana,511,          Wood product manufacturing,9275,9181,8080,6641
22000,Louisiana,512,          Nonmetallic mineral product manufacturing,6861,7092,6866,6371
22000,Louisiana,513,          Primary metal manufacturing,3095,2913,2960,2599
22000,Louisiana,514,          Fabricated metal product manufacturing,19029,21076,20081,18478
22000,Louisiana,515,          Machinery manufacturing,14564,16305,16144,15318
22000,Louisiana,516,          Computer and electronic product manufacturing,2422,2358,2385,2435
22000,Louisiana,517,"          Electrical equipment, appliance, and component manufacturing",1248,1172,1208,1264
22000,Louisiana,518,"          Motor vehicles, bodies and trailers, and parts manufacturing",(D),(D),(D),(D)
22000,Louisiana,519,          Other transportation equipment manufacturing,(D),(D),(D),(D)
22000,Louisiana,521,          Furniture and related product manufacturing,1920,1958,1740,1441
22000,Louisiana,522,          Miscellaneous manufacturing,5201,5526,5060,4848
22000,Louisiana,530,        Nondurable goods manufacturing,72200,73418,72580,70938
22000,Louisiana,531,          Food manufacturing,16553,17202,16661,16895
22000,Louisiana,532,          Beverage and tobacco product manufacturing,2448,2558,2501,2454
22000,Louisiana,533,          Textile mills,469,451,415,314
22000,Louisiana,534,          Textile product mills,882,884,866,819
22000,Louisiana,535,          Apparel manufacturing,815,794,662,676
22000,Louisiana,536,          Leather and allied product manufacturing,149,173,181,181
22000,Louisiana,537,          Paper manufacturing,9075,8607,8034,7298
22000,Louisiana,538,          Printing and related support activities,3745,3956,3856,3855
22000,Louisiana,539,          Petroleum and coal products manufacturing,10410,10877,11373,11506
22000,Louisiana,541,          Chemical manufacturing,22555,22976,23221,22946
22000,Louisiana,542,          Plastics and rubber products manufacturing,5099,4940,4810,3994
22000,Louisiana,600,      Wholesale trade,79147,82065,81920,78257
22000,Louisiana,700,      Retail trade,263506,269309,267158,263978
22000,Louisiana,701,        Motor vehicle and parts dealers,30811,31344,30831,29404
22000,Louisiana,702,        Furniture and home furnishings stores,9218,9268,8454,7473
22000,Louisiana,703,        Electronics and appliance stores,6867,6951,7236,6347
22000,Louisiana,704,        Building material and garden equipment and supplies dealers,23414,23596,22327,21449
22000,Louisiana,705,        Food and beverage stores,38523,38705,39455,39846
22000,Louisiana,706,        Health and personal care stores,17712,18056,18143,18028
22000,Louisiana,707,        Gasoline stations,18877,19428,19166,19525
22000,Louisiana,708,        Clothing and clothing accessories stores,20995,22395,22436,21686
22000,Louisiana,709,"        Sporting goods, hobby, musical instrument, and book stores",9156,9656,10318,10241
22000,Louisiana,711,        General merchandise stores,50181,51249,52242,52601
22000,Louisiana,712,        Miscellaneous store retailers,20732,22127,21264,22238
22000,Louisiana,713,        Nonstore retailers,17020,16534,15286,15140
22000,Louisiana,800,      Transportation and warehousing,90738,94573,94871,89888
22000,Louisiana,801,        Air transportation,3282,3439,3536,3562
22000,Louisiana,802,        Rail transportation,(D),(D),(D),3112
22000,Louisiana,803,        Water transportation,8449,9421,10995,10600
22000,Louisiana,804,        Truck transportation,29798,30571,28941,27212
22000,Louisiana,805,        Transit and ground passenger transportation,5641,6006,6034,5951
22000,Louisiana,806,        Pipeline transportation,2355,2451,2552,2414
22000,Louisiana,807,        Scenic and sightseeing transportation,525,609,677,611
22000,Louisiana,808,        Support activities for transportation,21432,22411,22148,20550
22000,Louisiana,809,        Couriers and messengers,(D),(D),(D),7320
22000,Louisiana,811,        Warehousing and storage,7982,8328,8904,8556
22000,Louisiana,900,      Information,32019,32839,33736,29718
22000,Louisiana,901,        Publishing industries (except Internet),5861,6050,5903,5388
22000,Louisiana,902,        Motion picture and sound recording industries,4171,5193,6095,3970
22000,Louisiana,903,        Broadcasting (except Internet),4994,5274,5256,4955
22000,Louisiana,904,        Internet publishing and broadcasting 3/,127,(NA),(NA),(NA)
22000,Louisiana,905,        Telecommunications,14204,13844,13988,12936
22000,Louisiana,906,"        Data processing, hosting, and related services",2352,2042,2011,2009
22000,Louisiana,907,        Other information services 3/,310,436,483,460
22000,Louisiana,1000,      Finance and insurance,85149,88176,94497,99964
22000,Louisiana,1001,        Monetary Authorities-central bank,(D),(D),(D),(D)
22000,Louisiana,1002,        Credit intermediation and related activities,35600,36249,36782,36413
22000,Louisiana,1003,"        Securities, commodity contracts, and other financial investments and related activities",14715,16992,22009,26004
22000,Louisiana,1004,        Insurance carriers and related activities,32307,31647,32274,32632
22000,Louisiana,1005,"        Funds, trusts, and other financial vehicles",(D),(D),(D),(D)
22000,Louisiana,1100,      Real estate and rental and leasing,91187,96672,100127,99050
22000,Louisiana,1101,        Real estate,66855,72104,76491,77399
22000,Louisiana,1102,        Rental and leasing services,23862,24013,23054,21096
22000,Louisiana,1103,        Lessors of nonfinancial intangible assets (except copyrighted works),470,555,582,555
22000,Louisiana,1200,"      Professional, scientific, and technical services",122740,128516,132898,129398
22000,Louisiana,1300,      Management of companies and enterprises,23201,24029,27141,27656
22000,Louisiana,1400,      Administrative and support and waste management and remediation services,139421,145391,146206,142696
22000,Louisiana,1401,        Administrative and support services,130024,136730,137953,134530
22000,Louisiana,1402,        Waste management and remediation services,9397,8661,8253,8166
22000,Louisiana,1500,      Educational services,40110,41616,43444,45176
22000,Louisiana,1600,      Health care and social assistance,236501,248333,258652,267618
22000,Louisiana,1601,        Ambulatory health care services,90121,95849,100738,103852
22000,Louisiana,1602,        Hospitals,61593,62215,63915,65529
22000,Louisiana,1603,        Nursing and residential care facilities,42342,43266,43491,43035
22000,Louisiana,1604,        Social assistance,42445,47003,50508,55202
22000,Louisiana,1700,"      Arts, entertainment, and recreation",45825,49716,51897,47948
22000,Louisiana,1701,"        Performing arts, spectator sports, and related industries",14658,16211,17492,18269
22000,Louisiana,1702,"        Museums, historical sites, and similar institutions",1322,1540,1752,1745
22000,Louisiana,1703,"        Amusement, gambling, and recreation industries",29845,31965,32653,27934
22000,Louisiana,1800,      Accommodation and food services,166299,173952,177348,181068
22000,Louisiana,1801,        Accommodation,23350,24947,26107,29286
22000,Louisiana,1802,        Food services and drinking places,142949,149005,151241,151782
22000,Louisiana,1900,      Other services (except government and government enterprises),143462,150631,150134,151534
22000,Louisiana,1901,        Repair and maintenance,37405,36964,35512,35030
22000,Louisiana,1902,        Personal and laundry services,43271,47571,48331,50348
22000,Louisiana,1903,"        Religious, grantmaking, civic, professional, and similar organizations",43036,45629,46082,46485
22000,Louisiana,1904,        Private households,19750,20467,20209,19671
22000,Louisiana,2000,    Government and government enterprises,382664,389138,401014,406392
22000,Louisiana,2001,      Federal civilian,32386,31537,31657,32150
22000,Louisiana,2002,      Military,36303,36245,36753,36356
22000,Louisiana,2010,      State and local,313975,321356,332604,337886
22000,Louisiana,2011,        State government,107191,108134,112891,113578
22000,Louisiana,2012,        Local government,206784,213222,219713,224308
23000,Maine,,Employment by place of work,,,,
23000,Maine,10,Total employment (number of jobs),817622,828212,823517,800501
23000,Maine,,By type,,,,
23000,Maine,20,  Wage and salary employment,632651,635466,635038,612929
23000,Maine,40,  Proprietors employment,184971,192746,188479,187572
23000,Maine,50,    Farm proprietors employment,6472,7348,7309,7315
23000,Maine,60,    Nonfarm proprietors employment 2/,178499,185398,181170,180257
23000,Maine,,By industry,,,,
23000,Maine,70,  Farm employment,9284,10052,10255,10162
23000,Maine,80,  Nonfarm employment,808338,818160,813262,790339
23000,Maine,90,    Private nonfarm employment,695766,705334,700338,678739
23000,Maine,100,"      Forestry, fishing, and related activities",15885,15460,(D),(D)
23000,Maine,101,        Forestry and logging,5723,5596,5588,4980
23000,Maine,102,"        Fishing, hunting and trapping",8026,7579,7288,(D)
23000,Maine,103,        Support activities for agriculture and forestry,2136,2285,(D),2456
23000,Maine,200,"      Mining, quarrying, and oil and gas extraction",504,723,(D),(D)
23000,Maine,201,        Oil and gas extraction,150,(D),(D),(D)
23000,Maine,202,        Mining (except oil and gas),333,517,468,391
23000,Maine,203,        Support activities for mining,21,(D),(D),(D)
23000,Maine,300,      Utilities,1978,2110,2115,2021
23000,Maine,400,      Construction,63427,63291,60140,54696
23000,Maine,401,        Construction of buildings,15519,14771,13994,12520
23000,Maine,402,        Heavy and civil engineering construction,4629,4875,4615,4215
23000,Maine,403,        Specialty trade contractors,43279,43645,41531,37961
23000,Maine,500,      Manufacturing,64189,64193,63296,57501
23000,Maine,510,        Durable goods manufacturing,34689,34713,34391,31103
23000,Maine,511,          Wood product manufacturing,7103,6779,6005,5032
23000,Maine,512,          Nonmetallic mineral product manufacturing,1706,1661,1510,1346
23000,Maine,513,          Primary metal manufacturing,394,389,402,361
23000,Maine,514,          Fabricated metal product manufacturing,5268,5511,5999,5637
23000,Maine,515,          Machinery manufacturing,2327,2287,2381,2281
23000,Maine,516,          Computer and electronic product manufacturing,3196,3187,3213,2870
23000,Maine,517,"          Electrical equipment, appliance, and component manufacturing",844,762,660,487
23000,Maine,518,"          Motor vehicles, bodies and trailers, and parts manufacturing",613,550,502,355
23000,Maine,519,          Other transportation equipment manufacturing,8635,8914,8981,8194
23000,Maine,521,          Furniture and related product manufacturing,1788,1698,1805,1549
23000,Maine,522,          Miscellaneous manufacturing,2815,2975,2933,2991
23000,Maine,530,        Nondurable goods manufacturing,29500,29480,28905,26398
23000,Maine,531,          Food manufacturing,6631,6449,6442,6380
23000,Maine,532,          Beverage and tobacco product manufacturing,1203,1270,1286,1270
23000,Maine,533,          Textile mills,1519,1491,1438,1059
23000,Maine,534,          Textile product mills,1117,1116,1067,865
23000,Maine,535,          Apparel manufacturing,593,666,572,623
23000,Maine,536,          Leather and allied product manufacturing,2264,2252,2063,1700
23000,Maine,537,          Paper manufacturing,8747,8531,8313,7524
23000,Maine,538,          Printing and related support activities,2616,2563,2458,2076
23000,Maine,539,          Petroleum and coal products manufacturing,389,379,368,405
23000,Maine,541,          Chemical manufacturing,1793,1980,2117,2083
23000,Maine,542,          Plastics and rubber products manufacturing,2628,2783,2781,2413
23000,Maine,600,      Wholesale trade,24001,23882,23247,21995
23000,Maine,700,      Retail trade,105264,105883,104035,100758
23000,Maine,701,        Motor vehicle and parts dealers,11693,11649,11159,10461
23000,Maine,702,        Furniture and home furnishings stores,2640,2626,2437,2089
23000,Maine,703,        Electronics and appliance stores,2042,2165,2368,2467
23000,Maine,704,        Building material and garden equipment and supplies dealers,8067,8104,8081,7624
23000,Maine,705,        Food and beverage stores,19194,19412,19910,19621
23000,Maine,706,        Health and personal care stores,4107,4169,4218,4133
23000,Maine,707,        Gasoline stations,7875,7946,7735,7409
23000,Maine,708,        Clothing and clothing accessories stores,5840,6061,6026,5879
23000,Maine,709,"        Sporting goods, hobby, musical instrument, and book stores",5162,5166,5098,4818
23000,Maine,711,        General merchandise stores,12951,13091,13101,12967
23000,Maine,712,        Miscellaneous store retailers,10845,11263,10348,10572
23000,Maine,713,        Nonstore retailers,14848,14231,13554,12718
23000,Maine,800,      Transportation and warehousing,21744,22642,21838,20639
23000,Maine,801,        Air transportation,441,466,397,401
23000,Maine,802,        Rail transportation,613,605,603,547
23000,Maine,803,        Water transportation,(D),(D),(D),201
23000,Maine,804,        Truck transportation,8959,9067,8414,8090
23000,Maine,805,        Transit and ground passenger transportation,1982,2043,2074,2018
23000,Maine,806,        Pipeline transportation,(D),(D),(D),99
23000,Maine,807,        Scenic and sightseeing transportation,294,469,463,431
23000,Maine,808,        Support activities for transportation,1704,1725,1739,1682
23000,Maine,809,        Couriers and messengers,3009,2994,2975,2832
23000,Maine,811,        Warehousing and storage,4467,4976,4849,4338
23000,Maine,900,      Information,13330,12765,12235,11270
23000,Maine,901,        Publishing industries (except Internet),4528,4535,4297,3861
23000,Maine,902,        Motion picture and sound recording industries,1325,960,982,971
23000,Maine,903,        Broadcasting (except Internet),1459,1953,2020,2033
23000,Maine,904,        Internet publishing and broadcasting 3/,109,(NA),(NA),(NA)
23000,Maine,905,        Telecommunications,3445,2801,2638,2315
23000,Maine,906,"        Data processing, hosting, and related services",1413,1354,1289,1216
23000,Maine,907,        Other information services 3/,1051,1162,1009,874
23000,Maine,1000,      Finance and insurance,31819,32518,32997,33936
23000,Maine,1001,        Monetary Authorities-central bank,0,(D),0,(D)
23000,Maine,1002,        Credit intermediation and related activities,13612,13374,13187,13116
23000,Maine,1003,"        Securities, commodity contracts, and other financial investments and related activities",4490,5330,(D),6834
23000,Maine,1004,        Insurance carriers and related activities,13379,13303,13410,13319
23000,Maine,1005,"        Funds, trusts, and other financial vehicles",338,(D),(D),(D)
23000,Maine,1100,      Real estate and rental and leasing,28073,28998,28875,28642
23000,Maine,1101,        Real estate,24377,25420,25322,25325
23000,Maine,1102,        Rental and leasing services,(D),(D),(D),(D)
23000,Maine,1103,        Lessors of nonfinancial intangible assets (except copyrighted works),(D),(D),(D),(D)
23000,Maine,1200,"      Professional, scientific, and technical services",41120,42609,43149,41989
23000,Maine,1300,      Management of companies and enterprises,6423,6638,7359,7241
23000,Maine,1400,      Administrative and support and waste management and remediation services,35074,37382,38476,38070
23000,Maine,1401,        Administrative and support services,33027,35335,36406,36093
23000,Maine,1402,        Waste management and remediation services,2047,2047,2070,1977
23000,Maine,1500,      Educational services,16571,17068,17455,17733
23000,Maine,1600,      Health care and social assistance,110307,112213,113068,113496
23000,Maine,1601,        Ambulatory health care services,31490,33146,32984,32773
23000,Maine,1602,        Hospitals,30129,30643,31044,31699
23000,Maine,1603,        Nursing and residential care facilities,22877,22727,23366,24129
23000,Maine,1604,        Social assistance,25811,25697,25674,24895
23000,Maine,1700,"      Arts, entertainment, and recreation",17962,18547,18792,18433
23000,Maine,1701,"        Performing arts, spectator sports, and related industries",9079,9327,9354,9404
23000,Maine,1702,"        Museums, historical sites, and similar institutions",479,487,509,481
23000,Maine,1703,"        Amusement, gambling, and recreation industries",8404,8733,8929,8548
23000,Maine,1800,      Accommodation and food services,56802,56925,56492,55914
23000,Maine,1801,        Accommodation,13145,12775,12773,12168
23000,Maine,1802,        Food services and drinking places,43657,44150,43719,43746
23000,Maine,1900,      Other services (except government and government enterprises),41293,41487,40649,39437
23000,Maine,1901,        Repair and maintenance,11805,11391,10732,10520
23000,Maine,1902,        Personal and laundry services,12061,12935,12762,12424
23000,Maine,1903,"        Religious, grantmaking, civic, professional, and similar organizations",11722,11382,11590,11232
23000,Maine,1904,        Private households,5705,5779,5565,5261
23000,Maine,2000,    Government and government enterprises,112572,112826,112924,111600
23000,Maine,2001,      Federal civilian,14105,14150,14600,15006
23000,Maine,2002,      Military,9530,9055,9146,8293
23000,Maine,2010,      State and local,88937,89621,89178,88301
23000,Maine,2011,        State government,27437,28208,27987,27763
23000,Maine,2012,        Local government,61500,61413,61191,60538
24000,Maryland,,Employment by place of work,,,,
24000,Maryland,10,Total employment (number of jobs),3378396,3440607,3430882,3359485
24000,Maryland,,By type,,,,
24000,Maryland,20,  Wage and salary employment,2708827,2725907,2714463,2633448
24000,Maryland,40,  Proprietors employment,669569,714700,716419,726037
24000,Maryland,50,    Farm proprietors employment,10379,10989,10973,10800
24000,Maryland,60,    Nonfarm proprietors employment 2/,659190,703711,705446,715237
24000,Maryland,,By industry,,,,
24000,Maryland,70,  Farm employment,15675,15971,15409,15104
24000,Maryland,80,  Nonfarm employment,3362721,3424636,3415473,3344381
24000,Maryland,90,    Private nonfarm employment,2825543,2882477,2864124,2787083
24000,Maryland,100,"      Forestry, fishing, and related activities",6787,6554,6591,6390
24000,Maryland,101,        Forestry and logging,912,729,729,611
24000,Maryland,102,"        Fishing, hunting and trapping",2535,2363,2305,2249
24000,Maryland,103,        Support activities for agriculture and forestry,3340,3462,3557,3530
24000,Maryland,200,"      Mining, quarrying, and oil and gas extraction",3353,3526,4044,3853
24000,Maryland,201,        Oil and gas extraction,1325,1348,1960,(D)
24000,Maryland,202,        Mining (except oil and gas),1541,1646,1574,1378
24000,Maryland,203,        Support activities for mining,487,532,510,(D)
24000,Maryland,300,      Utilities,10156,10469,10979,10624
24000,Maryland,400,      Construction,254688,254984,241834,214261
24000,Maryland,401,        Construction of buildings,57350,55889,52665,44610
24000,Maryland,402,        Heavy and civil engineering construction,20239,20130,19756,18573
24000,Maryland,403,        Specialty trade contractors,177099,178965,169413,151078
24000,Maryland,500,      Manufacturing,141823,139163,135453,126910
24000,Maryland,510,        Durable goods manufacturing,75214,74979,73359,68515
24000,Maryland,511,          Wood product manufacturing,4132,3685,3261,2781
24000,Maryland,512,          Nonmetallic mineral product manufacturing,5291,5058,4838,4096
24000,Maryland,513,          Primary metal manufacturing,3683,3646,3648,3306
24000,Maryland,514,          Fabricated metal product manufacturing,10304,10331,10696,10084
24000,Maryland,515,          Machinery manufacturing,8104,8034,7766,7041
24000,Maryland,516,          Computer and electronic product manufacturing,22122,22290,22049,21521
24000,Maryland,517,"          Electrical equipment, appliance, and component manufacturing",2322,2354,2353,2079
24000,Maryland,518,"          Motor vehicles, bodies and trailers, and parts manufacturing",(D),(D),(D),(D)
24000,Maryland,519,          Other transportation equipment manufacturing,(D),(D),(D),(D)
24000,Maryland,521,          Furniture and related product manufacturing,4593,4351,4085,3513
24000,Maryland,522,          Miscellaneous manufacturing,6232,6805,6639,6177
24000,Maryland,530,        Nondurable goods manufacturing,66609,64184,62094,58395
24000,Maryland,531,          Food manufacturing,16468,16314,16584,16270
24000,Maryland,532,          Beverage and tobacco product manufacturing,4367,3965,3875,3718
24000,Maryland,533,          Textile mills,1536,1359,1127,932
24000,Maryland,534,          Textile product mills,1016,1064,991,942
24000,Maryland,535,          Apparel manufacturing,2202,2014,1839,1934
24000,Maryland,536,          Leather and allied product manufacturing,233,217,201,182
24000,Maryland,537,          Paper manufacturing,5262,4834,4256,3725
24000,Maryland,538,          Printing and related support activities,14239,13731,12720,11145
24000,Maryland,539,          Petroleum and coal products manufacturing,1020,880,773,720
24000,Maryland,541,          Chemical manufacturing,12437,12848,12728,12340
24000,Maryland,542,          Plastics and rubber products manufacturing,7829,6958,7000,6487
24000,Maryland,600,      Wholesale trade,104746,104377,101804,96457
24000,Maryland,700,      Retail trade,359833,362543,350624,334361
24000,Maryland,701,        Motor vehicle and parts dealers,41579,41847,39826,35708
24000,Maryland,702,        Furniture and home furnishings stores,13888,13537,12497,11118
24000,Maryland,703,        Electronics and appliance stores,12730,12656,11873,9713
24000,Maryland,704,        Building material and garden equipment and supplies dealers,27053,27039,25006,22872
24000,Maryland,705,        Food and beverage stores,66456,67551,67751,67908
24000,Maryland,706,        Health and personal care stores,21892,22385,21897,20921
24000,Maryland,707,        Gasoline stations,11023,10569,10203,9914
24000,Maryland,708,        Clothing and clothing accessories stores,33734,34735,33407,31327
24000,Maryland,709,"        Sporting goods, hobby, musical instrument, and book stores",15960,15757,15098,15001
24000,Maryland,711,        General merchandise stores,50995,51647,51898,50511
24000,Maryland,712,        Miscellaneous store retailers,30208,30977,28925,28304
24000,Maryland,713,        Nonstore retailers,34315,33843,32243,31064
24000,Maryland,800,      Transportation and warehousing,94601,96327,92949,89709
24000,Maryland,801,        Air transportation,4952,4917,4651,4425
24000,Maryland,802,        Rail transportation,2745,(D),(D),(D)
24000,Maryland,803,        Water transportation,657,805,795,751
24000,Maryland,804,        Truck transportation,25429,25240,23366,21829
24000,Maryland,805,        Transit and ground passenger transportation,17131,18158,17652,17554
24000,Maryland,806,        Pipeline transportation,57,(D),(D),(D)
24000,Maryland,807,        Scenic and sightseeing transportation,514,756,790,794
24000,Maryland,808,        Support activities for transportation,11570,11795,11641,11045
24000,Maryland,809,        Couriers and messengers,19955,20127,18887,18599
24000,Maryland,811,        Warehousing and storage,11591,11697,12298,11844
24000,Maryland,900,      Information,63940,64548,64004,59816
24000,Maryland,901,        Publishing industries (except Internet),16151,16160,15618,13941
24000,Maryland,902,        Motion picture and sound recording industries,5992,6356,6270,5558
24000,Maryland,903,        Broadcasting (except Internet),6511,6615,6521,6112
24000,Maryland,904,        Internet publishing and broadcasting 3/,762,(NA),(NA),(NA)
24000,Maryland,905,        Telecommunications,24698,26217,26188,25082
24000,Maryland,906,"        Data processing, hosting, and related services",8830,7328,7525,7281
24000,Maryland,907,        Other information services 3/,996,1872,1882,1842
24000,Maryland,1000,      Finance and insurance,151208,156987,160782,166728
24000,Maryland,1001,        Monetary Authorities-central bank,(D),346,313,254
24000,Maryland,1002,        Credit intermediation and related activities,61850,60588,57141,54999
24000,Maryland,1003,"        Securities, commodity contracts, and other financial investments and related activities",37156,43722,51018,57181
24000,Maryland,1004,        Insurance carriers and related activities,47447,47152,47092,46809
24000,Maryland,1005,"        Funds, trusts, and other financial vehicles",(D),5179,5218,7485
24000,Maryland,1100,      Real estate and rental and leasing,168599,174420,170203,164101
24000,Maryland,1101,        Real estate,152012,158600,154571,149992
24000,Maryland,1102,        Rental and leasing services,16112,15382,15231,13769
24000,Maryland,1103,        Lessors of nonfinancial intangible assets (except copyrighted works),475,438,401,340
24000,Maryland,1200,"      Professional, scientific, and technical services",313808,325451,331418,328486
24000,Maryland,1300,      Management of companies and enterprises,21470,22088,23436,22160
24000,Maryland,1400,      Administrative and support and waste management and remediation services,211415,215154,210674,201001
24000,Maryland,1401,        Administrative and support services,203569,206982,202327,192993
24000,Maryland,1402,        Waste management and remediation services,7846,8172,8347,8008
24000,Maryland,1500,      Educational services,83737,85899,88505,90546
24000,Maryland,1600,      Health care and social assistance,359334,371325,379524,388917
24000,Maryland,1601,        Ambulatory health care services,127923,134246,137803,142214
24000,Maryland,1602,        Hospitals,95588,97655,99586,102349
24000,Maryland,1603,        Nursing and residential care facilities,69307,69530,71358,73090
24000,Maryland,1604,        Social assistance,66516,69894,70777,71264
24000,Maryland,1700,"      Arts, entertainment, and recreation",71893,74346,75770,74870
24000,Maryland,1701,"        Performing arts, spectator sports, and related industries",35771,37038,37958,38441
24000,Maryland,1702,"        Museums, historical sites, and similar institutions",2091,1957,1945,1770
24000,Maryland,1703,"        Amusement, gambling, and recreation industries",34031,35351,35867,34659
24000,Maryland,1800,      Accommodation and food services,208627,212654,215136,210368
24000,Maryland,1801,        Accommodation,24982,25798,27132,26032
24000,Maryland,1802,        Food services and drinking places,183645,186856,188004,184336
