SAEMP25N Total Full-Time and Part-Time Employment by NAICS Industry 1/,,,,,,,,
(number of jobs) ,,,,,,,,
Bureau of Economic Analysis ,,,,,,,,
State or DC,,,,,,,,
GeoFips,GeoName,LineCode,Description,1998,1999,2000,2001,sector
9000,Connecticut,535,          Apparel manufacturing,2595,1836,1453,1282,2
9000,Connecticut,536,          Leather and allied product manufacturing,468,353,364,319,2
9000,Connecticut,537,          Paper manufacturing,7045,7108,6957,6638,3
9000,Connecticut,538,          Printing and related support activities,12654,12187,11704,10648,3
9000,Connecticut,539,          Petroleum and coal products manufacturing,417,353,292,234,4
9000,Connecticut,541,          Chemical manufacturing,18524,19507,20237,19924,5
9000,Connecticut,542,          Plastics and rubber products manufacturing,9257,9014,9274,9145,6
9000,Connecticut,600,      Wholesale trade,72746,72283,74547,74007,13
9000,Connecticut,700,      Retail trade,227511,227459,231338,229659,13
9000,Connecticut,701,        Motor vehicle and parts dealers,22783,23298,23492,23741,
9000,Connecticut,702,        Furniture and home furnishings stores,7915,8122,8100,8388,
9000,Connecticut,703,        Electronics and appliance stores,7529,7658,7970,7773,
9000,Connecticut,704,        Building material and garden equipment and supplies dealers,13987,14797,15411,15842,
9000,Connecticut,705,        Food and beverage stores,51059,51341,50174,49815,
9000,Connecticut,706,        Health and personal care stores,15228,15470,15854,16383,
9000,Connecticut,707,        Gasoline stations,7555,7458,7332,7120,
9000,Connecticut,708,        Clothing and clothing accessories stores,20771,20855,21346,21414,
9000,Connecticut,709,"        Sporting goods, hobby, musical instrument, and book stores",11894,11966,12424,12062,
9000,Connecticut,711,        General merchandise stores,24689,24011,25923,24692,
9000,Connecticut,712,        Miscellaneous store retailers,19934,19590,19603,20605,
9000,Connecticut,713,        Nonstore retailers,24167,22893,23709,21824,
9000,Connecticut,800,      Transportation and warehousing,48377,48738,50042,49749,13
9000,Connecticut,801,        Air transportation,2084,2150,2277,2314,
9000,Connecticut,802,        Rail transportation,686,682,685,(D),
9000,Connecticut,803,        Water transportation,1079,1103,1065,1077,
9000,Connecticut,804,        Truck transportation,10090,9925,10611,10347,
9000,Connecticut,805,        Transit and ground passenger transportation,12504,13133,12957,13041,
9000,Connecticut,806,        Pipeline transportation,230,226,199,165,
9000,Connecticut,807,        Scenic and sightseeing transportation,(T),(T),(T),218,
9000,Connecticut,808,        Support activities for transportation,4408,4389,4338,4405,
9000,Connecticut,809,        Couriers and messengers,10379,10178,11020,(D),
9000,Connecticut,811,        Warehousing and storage,6684,6757,6680,6018,
9000,Connecticut,900,      Information,49699,49568,51693,50734,13
9000,Connecticut,901,        Publishing industries (except Internet),18669,17983,17742,16597,
9000,Connecticut,902,        Motion picture and sound recording industries,2947,3090,2837,2914,
9000,Connecticut,903,        Broadcasting (except Internet),4148,4211,4597,4793,
9000,Connecticut,904,        Internet publishing and broadcasting 3/,818,909,1069,1043,
9000,Connecticut,905,        Telecommunications,16195,16405,17880,17924,
9000,Connecticut,906,"        Data processing, hosting, and related services",5247,5317,6005,5981,
9000,Connecticut,907,        Other information services 3/,1675,1653,1563,1482,
9000,Connecticut,1000,      Finance and insurance,156402,158556,162709,160831,13
9000,Connecticut,1001,        Monetary Authorities-central bank,0,0,0,0,
9000,Connecticut,1002,        Credit intermediation and related activities,33869,34538,34420,34199,
9000,Connecticut,1003,"        Securities, commodity contracts, and other financial investments and related activities",45742,45295,49809,46605,
9000,Connecticut,1004,        Insurance carriers and related activities,73049,74716,74022,75747,
9000,Connecticut,1005,"        Funds, trusts, and other financial vehicles",3742,4007,4458,4280,
9000,Connecticut,1100,      Real estate and rental and leasing,72724,69194,78109,80518,13
9000,Connecticut,1101,        Real estate,65271,61289,69627,72117,
9000,Connecticut,1102,        Rental and leasing services,6987,7211,7780,7676,
9000,Connecticut,1103,        Lessors of nonfinancial intangible assets (except copyrighted works),466,694,702,725,
9000,Connecticut,1200,"      Professional, scientific, and technical services",131558,141498,148009,151537,13
9000,Connecticut,1300,      Management of companies and enterprises,31862,31312,30584,29716,13
9000,Connecticut,1400,      Administrative and support and waste management and remediation services,104820,111939,114554,111382,13
9000,Connecticut,1401,        Administrative and support services,99336,105913,108287,105038,
9000,Connecticut,1402,        Waste management and remediation services,5484,6026,6267,6344,
9000,Connecticut,1500,      Educational services,53359,55491,57791,58967,13
9000,Connecticut,1600,      Health care and social assistance,226025,232223,235435,240582,13
9000,Connecticut,1601,        Ambulatory health care services,80142,82956,83955,84883,
9000,Connecticut,1602,        Hospitals,53882,52509,52246,53231,
9000,Connecticut,1603,        Nursing and residential care facilities,55118,56487,56621,56679,
9000,Connecticut,1604,        Social assistance,36883,40271,42613,45789,
9000,Connecticut,1700,"      Arts, entertainment, and recreation",37130,39996,42300,42270,13
9000,Connecticut,1701,"        Performing arts, spectator sports, and related industries",17601,19315,21044,20505,
9000,Connecticut,1702,"        Museums, historical sites, and similar institutions",1980,2165,2169,2141,
9000,Connecticut,1703,"        Amusement, gambling, and recreation industries",17549,18516,19087,19624,
9000,Connecticut,1800,      Accommodation and food services,100843,104240,105321,106128,13
9000,Connecticut,1801,        Accommodation,12269,12610,12717,12700,
9000,Connecticut,1802,        Food services and drinking places,88574,91630,92604,93428,
9000,Connecticut,1900,      Other services (except government and government enterprises),99551,103514,105124,106122,13
9000,Connecticut,1901,        Repair and maintenance,22091,22711,22697,23443,
9000,Connecticut,1902,        Personal and laundry services,30776,32818,33510,33316,
9000,Connecticut,1903,"        Religious, grantmaking, civic, professional, and similar organizations",29613,30609,31250,32086,
9000,Connecticut,1904,        Private households,17071,17376,17667,17277,
9000,Connecticut,2000,    Government and government enterprises,245855,251543,258465,264744,
9000,Connecticut,2001,      Federal civilian,22148,21974,23321,21061,
9000,Connecticut,2002,      Military,16917,16304,16575,16292,
9000,Connecticut,2010,      State and local,206790,213265,218569,227391,
9000,Connecticut,2011,        State government,68334,70018,70915,76310,
9000,Connecticut,2012,        Local government,138456,143247,147654,151081,
10000,Delaware,,Employment by place of work,,,,,
10000,Delaware,10,Total employment (number of jobs),476426,491018,503458,502735,
10000,Delaware,,By type,,,,,
10000,Delaware,20,  Wage and salary employment,417879,429712,437114,435790,
10000,Delaware,40,  Proprietors employment,58547,61306,66344,66945,
10000,Delaware,50,    Farm proprietors employment,2615,2500,2505,2396,
10000,Delaware,60,    Nonfarm proprietors employment 2/,55932,58806,63839,64549,
10000,Delaware,,By industry,,,,,
10000,Delaware,70,  Farm employment,4004,4046,4252,4041,14
10000,Delaware,80,  Nonfarm employment,472422,486972,499206,498694,
10000,Delaware,90,    Private nonfarm employment,408368,422436,432980,431810,
10000,Delaware,100,"      Forestry, fishing, and related activities",1391,1358,1225,(D),14
10000,Delaware,101,        Forestry and logging,(T),(T),(T),56,
10000,Delaware,102,"        Fishing, hunting and trapping",(T),(T),(T),(D),
10000,Delaware,103,        Support activities for agriculture and forestry,1092,1067,945,654,
10000,Delaware,200,"      Mining, quarrying, and oil and gas extraction",(T),(T),(T),(D),4
10000,Delaware,201,        Oil and gas extraction,(T),(T),(T),(D),
10000,Delaware,202,        Mining (except oil and gas),(T),(T),(T),(D),
10000,Delaware,203,        Support activities for mining,(T),(T),(T),(D),
10000,Delaware,300,      Utilities,2615,2608,2383,2276,
10000,Delaware,400,      Construction,30390,32709,32903,32291,13
10000,Delaware,401,        Construction of buildings,7413,7865,8015,7970,
10000,Delaware,402,        Heavy and civil engineering construction,4246,4943,4966,4017,
10000,Delaware,403,        Specialty trade contractors,18731,19901,19922,20304,
10000,Delaware,500,      Manufacturing,43771,44693,43280,40171,
10000,Delaware,510,        Durable goods manufacturing,19798,20961,19978,17622,
10000,Delaware,511,          Wood product manufacturing,985,981,938,500,3
10000,Delaware,512,          Nonmetallic mineral product manufacturing,1179,1017,886,840,7
10000,Delaware,513,          Primary metal manufacturing,654,699,613,772,8
10000,Delaware,514,          Fabricated metal product manufacturing,2170,2207,2334,2681,8
10000,Delaware,515,          Machinery manufacturing,1446,1215,1333,896,9
10000,Delaware,516,          Computer and electronic product manufacturing,3577,3273,2992,2631,10
10000,Delaware,517,"          Electrical equipment, appliance, and component manufacturing",717,836,1141,1119,10
10000,Delaware,518,"          Motor vehicles, bodies and trailers, and parts manufacturing",6328,7717,6507,(D),11
10000,Delaware,519,          Other transportation equipment manufacturing,(T),(T),(T),(D),11
10000,Delaware,521,          Furniture and related product manufacturing,1189,1502,1679,1428,12
10000,Delaware,522,          Miscellaneous manufacturing,1410,1392,1454,1439,12
10000,Delaware,530,        Nondurable goods manufacturing,23973,23732,23302,22549,
10000,Delaware,531,          Food manufacturing,9541,9359,9140,9103,1
10000,Delaware,532,          Beverage and tobacco product manufacturing,(T),173,(T),(D),1
10000,Delaware,533,          Textile mills,1145,1140,966,937,2
10000,Delaware,534,          Textile product mills,291,306,282,158,2
10000,Delaware,535,          Apparel manufacturing,1232,1154,843,768,2
10000,Delaware,536,          Leather and allied product manufacturing,(T),(T),(T),(D),2
10000,Delaware,537,          Paper manufacturing,1923,1845,1925,1849,3
10000,Delaware,538,          Printing and related support activities,1197,1176,1165,1056,3
10000,Delaware,539,          Petroleum and coal products manufacturing,835,858,875,896,4
10000,Delaware,541,          Chemical manufacturing,5526,5385,5722,5179,5
10000,Delaware,542,          Plastics and rubber products manufacturing,2097,2270,2193,2413,6
10000,Delaware,600,      Wholesale trade,13566,13583,14564,14333,13
10000,Delaware,700,      Retail trade,57651,59386,60638,58325,13
10000,Delaware,701,        Motor vehicle and parts dealers,6672,6724,6937,6846,
10000,Delaware,702,        Furniture and home furnishings stores,2240,2445,2747,2727,
10000,Delaware,703,        Electronics and appliance stores,1701,1835,1793,1755,
10000,Delaware,704,        Building material and garden equipment and supplies dealers,3837,4195,4159,3942,
10000,Delaware,705,        Food and beverage stores,8884,9182,9257,8790,
10000,Delaware,706,        Health and personal care stores,3466,3678,3724,3890,
10000,Delaware,707,        Gasoline stations,2872,2969,2688,2500,
10000,Delaware,708,        Clothing and clothing accessories stores,5013,5099,5281,5156,
10000,Delaware,709,"        Sporting goods, hobby, musical instrument, and book stores",2770,2799,2793,2674,
10000,Delaware,711,        General merchandise stores,9369,9904,10324,10057,
10000,Delaware,712,        Miscellaneous store retailers,4727,4868,4989,5169,
10000,Delaware,713,        Nonstore retailers,6100,5688,5946,4819,
10000,Delaware,800,      Transportation and warehousing,11290,11913,12011,12268,13
10000,Delaware,801,        Air transportation,(T),(T),(T),208,
10000,Delaware,802,        Rail transportation,1065,1064,1097,1149,
10000,Delaware,803,        Water transportation,(T),(T),(T),61,
10000,Delaware,804,        Truck transportation,3996,4193,4155,3881,
10000,Delaware,805,        Transit and ground passenger transportation,2111,2202,2082,2083,
10000,Delaware,806,        Pipeline transportation,(T),(T),(T),29,
10000,Delaware,807,        Scenic and sightseeing transportation,(T),(T),(T),(D),
10000,Delaware,808,        Support activities for transportation,1379,1412,1468,1618,
10000,Delaware,809,        Couriers and messengers,1570,1639,1815,(D),
10000,Delaware,811,        Warehousing and storage,857,1083,1077,1301,
10000,Delaware,900,      Information,8538,8713,9030,8854,13
10000,Delaware,901,        Publishing industries (except Internet),2022,1927,2002,1852,
10000,Delaware,902,        Motion picture and sound recording industries,633,592,489,413,
10000,Delaware,903,        Broadcasting (except Internet),1119,1205,1278,1547,
10000,Delaware,904,        Internet publishing and broadcasting 3/,(T),(T),(T),(D),
10000,Delaware,905,        Telecommunications,2195,2284,2433,2057,
10000,Delaware,906,"        Data processing, hosting, and related services",2433,2555,2662,2756,
10000,Delaware,907,        Other information services 3/,(T),(T),(T),(D),
10000,Delaware,1000,      Finance and insurance,42120,43565,45009,48805,13
10000,Delaware,1001,        Monetary Authorities-central bank,0,0,0,0,
10000,Delaware,1002,        Credit intermediation and related activities,25590,26404,26990,31627,
10000,Delaware,1003,"        Securities, commodity contracts, and other financial investments and related activities",6609,6901,7710,7200,
10000,Delaware,1004,        Insurance carriers and related activities,8588,8868,8703,8285,
10000,Delaware,1005,"        Funds, trusts, and other financial vehicles",1333,1392,1606,1693,
10000,Delaware,1100,      Real estate and rental and leasing,15066,14843,16778,16883,13
10000,Delaware,1101,        Real estate,12547,12272,14060,14331,
10000,Delaware,1102,        Rental and leasing services,2453,2516,2665,2522,
10000,Delaware,1103,        Lessors of nonfinancial intangible assets (except copyrighted works),(T),(T),(T),30,
10000,Delaware,1200,"      Professional, scientific, and technical services",31197,33136,35024,34870,13
10000,Delaware,1300,      Management of companies and enterprises,11025,10924,11114,12515,13
10000,Delaware,1400,      Administrative and support and waste management and remediation services,29075,31226,31444,29814,13
10000,Delaware,1401,        Administrative and support services,28268,30388,30614,28971,
10000,Delaware,1402,        Waste management and remediation services,807,838,830,843,
10000,Delaware,1500,      Educational services,6166,6475,6756,7263,13
10000,Delaware,1600,      Health care and social assistance,42454,43717,45527,46749,13
10000,Delaware,1601,        Ambulatory health care services,13719,14468,15161,15424,
10000,Delaware,1602,        Hospitals,13192,13247,13618,14354,
10000,Delaware,1603,        Nursing and residential care facilities,6877,6837,7148,7110,
10000,Delaware,1604,        Social assistance,8666,9165,9600,9861,
10000,Delaware,1700,"      Arts, entertainment, and recreation",9621,10554,11576,11036,13
10000,Delaware,1701,"        Performing arts, spectator sports, and related industries",5085,5665,6542,5898,
10000,Delaware,1702,"        Museums, historical sites, and similar institutions",916,930,941,948,
10000,Delaware,1703,"        Amusement, gambling, and recreation industries",3620,3959,4093,4190,
10000,Delaware,1800,      Accommodation and food services,29210,29194,30105,30402,13
10000,Delaware,1801,        Accommodation,3295,3424,3654,3054,
10000,Delaware,1802,        Food services and drinking places,25915,25770,26451,27348,
10000,Delaware,1900,      Other services (except government and government enterprises),22937,23555,23350,23790,13
10000,Delaware,1901,        Repair and maintenance,5321,5596,5588,5572,
10000,Delaware,1902,        Personal and laundry services,6127,6612,6670,6759,
10000,Delaware,1903,"        Religious, grantmaking, civic, professional, and similar organizations",9126,9196,9220,9585,
10000,Delaware,1904,        Private households,2363,2151,1872,1874,
10000,Delaware,2000,    Government and government enterprises,64054,64536,66226,66884,
10000,Delaware,2001,      Federal civilian,5399,5347,5796,5441,
10000,Delaware,2002,      Military,8947,8941,8719,9005,
10000,Delaware,2010,      State and local,49708,50248,51711,52438,
10000,Delaware,2011,        State government,28233,28270,29561,30114,
10000,Delaware,2012,        Local government,21475,21978,22150,22324,
11000,District of Columbia,,Employment by place of work,,,,,
11000,District of Columbia,10,Total employment (number of jobs),698434,711478,735304,741793,
11000,District of Columbia,,By type,,,,,
11000,District of Columbia,20,  Wage and salary employment,652232,664926,684236,688978,
11000,District of Columbia,40,  Proprietors employment,46202,46552,51068,52815,
11000,District of Columbia,50,    Farm proprietors employment,0,0,0,0,
11000,District of Columbia,60,    Nonfarm proprietors employment 2/,46202,46552,51068,52815,
11000,District of Columbia,,By industry,,,,,
11000,District of Columbia,70,  Farm employment,0,0,0,0,14
11000,District of Columbia,80,  Nonfarm employment,698434,711478,735304,741793,
11000,District of Columbia,90,    Private nonfarm employment,449542,466185,494561,496635,
11000,District of Columbia,100,"      Forestry, fishing, and related activities",(T),(T),(T),(D),14
11000,District of Columbia,101,        Forestry and logging,(T),(T),(T),(D),
11000,District of Columbia,102,"        Fishing, hunting and trapping",(T),(T),(T),11,
11000,District of Columbia,103,        Support activities for agriculture and forestry,(T),(T),(T),40,
11000,District of Columbia,200,"      Mining, quarrying, and oil and gas extraction",270,258,(T),(D),4
11000,District of Columbia,201,        Oil and gas extraction,240,231,(T),274,
11000,District of Columbia,202,        Mining (except oil and gas),(T),(T),(T),31,
11000,District of Columbia,203,        Support activities for mining,0,(T),(T),(D),
11000,District of Columbia,300,      Utilities,1858,2279,2761,(D),
11000,District of Columbia,400,      Construction,10877,11440,13225,13570,13
11000,District of Columbia,401,        Construction of buildings,3441,3888,4511,4426,
11000,District of Columbia,402,        Heavy and civil engineering construction,2180,2208,2462,2342,
11000,District of Columbia,403,        Specialty trade contractors,5256,5344,6252,6802,
11000,District of Columbia,500,      Manufacturing,3890,3962,3945,3765,
11000,District of Columbia,510,        Durable goods manufacturing,1273,1304,1301,1463,
11000,District of Columbia,511,          Wood product manufacturing,(T),(T),(T),(D),3
11000,District of Columbia,512,          Nonmetallic mineral product manufacturing,(T),(T),(T),121,7
11000,District of Columbia,513,          Primary metal manufacturing,(T),(T),(T),26,8
11000,District of Columbia,514,          Fabricated metal product manufacturing,(T),(T),(T),41,8
11000,District of Columbia,515,          Machinery manufacturing,(T),(T),(T),86,9
11000,District of Columbia,516,          Computer and electronic product manufacturing,247,262,262,(D),10
11000,District of Columbia,517,"          Electrical equipment, appliance, and component manufacturing",(T),(T),(T),(D),10
11000,District of Columbia,518,"          Motor vehicles, bodies and trailers, and parts manufacturing",92,103,106,(D),11
11000,District of Columbia,519,          Other transportation equipment manufacturing,(T),(T),(T),(D),11
11000,District of Columbia,521,          Furniture and related product manufacturing,(T),(T),(T),168,12
11000,District of Columbia,522,          Miscellaneous manufacturing,280,258,270,216,12
11000,District of Columbia,530,        Nondurable goods manufacturing,2617,2658,2644,2302,
11000,District of Columbia,531,          Food manufacturing,438,457,483,477,1
11000,District of Columbia,532,          Beverage and tobacco product manufacturing,(T),102,105,(D),1
11000,District of Columbia,533,          Textile mills,(T),(T),(T),12,2
11000,District of Columbia,534,          Textile product mills,(T),(T),(T),(D),2
11000,District of Columbia,535,          Apparel manufacturing,(T),(T),(T),52,2
11000,District of Columbia,536,          Leather and allied product manufacturing,0,0,0,0,2
11000,District of Columbia,537,          Paper manufacturing,(T),(T),(T),18,3
11000,District of Columbia,538,          Printing and related support activities,1645,1650,1589,1393,3
11000,District of Columbia,539,          Petroleum and coal products manufacturing,(T),(T),(T),90,4
11000,District of Columbia,541,          Chemical manufacturing,232,237,226,(D),5
11000,District of Columbia,542,          Plastics and rubber products manufacturing,(T),(T),(T),(D),6
11000,District of Columbia,600,      Wholesale trade,4451,4836,4964,4790,13
11000,District of Columbia,700,      Retail trade,20213,20376,20455,19936,13
11000,District of Columbia,701,        Motor vehicle and parts dealers,716,557,586,483,
11000,District of Columbia,702,        Furniture and home furnishings stores,811,931,901,759,
11000,District of Columbia,703,        Electronics and appliance stores,626,679,528,549,
11000,District of Columbia,704,        Building material and garden equipment and supplies dealers,601,572,574,505,
11000,District of Columbia,705,        Food and beverage stores,5351,5460,5262,5496,
11000,District of Columbia,706,        Health and personal care stores,1999,2089,2222,2126,
11000,District of Columbia,707,        Gasoline stations,596,568,580,583,
11000,District of Columbia,708,        Clothing and clothing accessories stores,3558,3658,3829,3501,
11000,District of Columbia,709,"        Sporting goods, hobby, musical instrument, and book stores",1680,1723,1792,1737,
11000,District of Columbia,711,        General merchandise stores,833,802,753,807,
11000,District of Columbia,712,        Miscellaneous store retailers,2095,2157,2236,2301,
11000,District of Columbia,713,        Nonstore retailers,(T),(T),(T),1089,
11000,District of Columbia,800,      Transportation and warehousing,7949,8048,8049,(D),13
11000,District of Columbia,801,        Air transportation,735,820,445,289,
11000,District of Columbia,802,        Rail transportation,2019,2025,2064,(D),
11000,District of Columbia,803,        Water transportation,(T),(T),(T),172,
11000,District of Columbia,804,        Truck transportation,370,358,370,337,
11000,District of Columbia,805,        Transit and ground passenger transportation,2332,2337,2465,2368,
11000,District of Columbia,806,        Pipeline transportation,(T),(T),(T),44,
11000,District of Columbia,807,        Scenic and sightseeing transportation,(T),(T),(T),40,
11000,District of Columbia,808,        Support activities for transportation,331,347,361,356,
11000,District of Columbia,809,        Couriers and messengers,1437,1364,1453,(D),
11000,District of Columbia,811,        Warehousing and storage,384,464,560,680,
11000,District of Columbia,900,      Information,25269,26278,28472,(D),13
11000,District of Columbia,901,        Publishing industries (except Internet),10527,10308,10680,10816,
11000,District of Columbia,902,        Motion picture and sound recording industries,1674,1628,1823,1787,
11000,District of Columbia,903,        Broadcasting (except Internet),4432,5067,5643,5214,
11000,District of Columbia,904,        Internet publishing and broadcasting 3/,(T),(T),160,(D),
11000,District of Columbia,905,        Telecommunications,4412,4530,4465,4729,
11000,District of Columbia,906,"        Data processing, hosting, and related services",1962,2310,3186,3017,
11000,District of Columbia,907,        Other information services 3/,2210,2373,2515,2482,
11000,District of Columbia,1000,      Finance and insurance,20375,21364,22071,21242,13
11000,District of Columbia,1001,        Monetary Authorities-central bank,0,0,0,(D),
11000,District of Columbia,1002,        Credit intermediation and related activities,7582,8061,8021,8557,
11000,District of Columbia,1003,"        Securities, commodity contracts, and other financial investments and related activities",7550,7998,8393,6799,
11000,District of Columbia,1004,        Insurance carriers and related activities,4607,4657,4915,5154,
11000,District of Columbia,1005,"        Funds, trusts, and other financial vehicles",636,648,742,(D),
11000,District of Columbia,1100,      Real estate and rental and leasing,17481,17004,19650,18703,13
11000,District of Columbia,1101,        Real estate,16346,15883,18269,17434,
11000,District of Columbia,1102,        Rental and leasing services,1112,1098,1355,(D),
11000,District of Columbia,1103,        Lessors of nonfinancial intangible assets (except copyrighted works),(T),(T),(T),(D),
11000,District of Columbia,1200,"      Professional, scientific, and technical services",91561,99637,104353,105511,13
11000,District of Columbia,1300,      Management of companies and enterprises,2520,2602,2583,2545,13
11000,District of Columbia,1400,      Administrative and support and waste management and remediation services,41224,43002,46942,46107,13
11000,District of Columbia,1401,        Administrative and support services,40762,42526,46489,45679,
11000,District of Columbia,1402,        Waste management and remediation services,462,476,453,428,
11000,District of Columbia,1500,      Educational services,41478,40933,41013,42107,13
11000,District of Columbia,1600,      Health care and social assistance,49503,50756,52859,55042,13
11000,District of Columbia,1601,        Ambulatory health care services,10833,10697,11709,13071,
11000,District of Columbia,1602,        Hospitals,21946,22157,22002,23119,
11000,District of Columbia,1603,        Nursing and residential care facilities,7635,7736,8271,7417,
11000,District of Columbia,1604,        Social assistance,9089,10166,10877,11435,
11000,District of Columbia,1700,"      Arts, entertainment, and recreation",8037,9025,9924,10331,13
11000,District of Columbia,1701,"        Performing arts, spectator sports, and related industries",5513,6101,6582,7265,
11000,District of Columbia,1702,"        Museums, historical sites, and similar institutions",665,704,715,770,
11000,District of Columbia,1703,"        Amusement, gambling, and recreation industries",1859,2220,2627,2296,
11000,District of Columbia,1800,      Accommodation and food services,40062,41186,47323,(D),13
11000,District of Columbia,1801,        Accommodation,14238,14418,16560,(D),
11000,District of Columbia,1802,        Food services and drinking places,25824,26768,30763,30282,
11000,District of Columbia,1900,      Other services (except government and government enterprises),62445,63130,65659,67659,13
11000,District of Columbia,1901,        Repair and maintenance,1709,1730,1730,(D),
11000,District of Columbia,1902,        Personal and laundry services,6921,7316,7833,8351,
11000,District of Columbia,1903,"        Religious, grantmaking, civic, professional, and similar organizations",45966,46860,49689,51891,
11000,District of Columbia,1904,        Private households,7849,7224,6407,(D),
11000,District of Columbia,2000,    Government and government enterprises,248892,245293,240743,245158,
11000,District of Columbia,2001,      Federal civilian,183638,182782,179324,183103,
11000,District of Columbia,2002,      Military,23283,22381,23819,23083,
11000,District of Columbia,2010,      State and local,41971,40130,37600,38972,
11000,District of Columbia,2011,        State government,0,0,0,0,
11000,District of Columbia,2012,        Local government,41971,40130,37600,38972,
12000,Florida,,Employment by place of work,,,,,
12000,Florida,10,Total employment (number of jobs),8317201,8577884,8881279,8938947,
12000,Florida,,By type,,,,,
12000,Florida,20,  Wage and salary employment,6976587,7227372,7448054,7473715,
12000,Florida,40,  Proprietors employment,1340614,1350512,1433225,1465232,
12000,Florida,50,    Farm proprietors employment,42095,42153,41606,41702,
12000,Florida,60,    Nonfarm proprietors employment 2/,1298519,1308359,1391619,1423530,
12000,Florida,,By industry,,,,,
12000,Florida,70,  Farm employment,92123,94224,98239,95952,14
12000,Florida,80,  Nonfarm employment,8225078,8483660,8783040,8842995,
12000,Florida,90,    Private nonfarm employment,7168201,7418430,7690260,7730892,
12000,Florida,100,"      Forestry, fishing, and related activities",79751,74137,68635,64451,14
12000,Florida,101,        Forestry and logging,4776,4719,4335,4194,
12000,Florida,102,"        Fishing, hunting and trapping",10047,9336,9039,8378,
12000,Florida,103,        Support activities for agriculture and forestry,64928,60082,55261,51879,
12000,Florida,200,"      Mining, quarrying, and oil and gas extraction",13623,13162,12466,13394,4
12000,Florida,201,        Oil and gas extraction,(T),(T),5780,6811,
12000,Florida,202,        Mining (except oil and gas),7085,6662,6348,6258,
12000,Florida,203,        Support activities for mining,(T),(T),(T),325,
12000,Florida,300,      Utilities,28472,29061,29040,29017,
12000,Florida,400,      Construction,517219,530216,554191,585788,13
12000,Florida,401,        Construction of buildings,99449,104059,110423,115798,
12000,Florida,402,        Heavy and civil engineering construction,63981,67663,68794,70248,
12000,Florida,403,        Specialty trade contractors,353789,358494,374974,399742,
12000,Florida,500,      Manufacturing,475743,471913,469515,452618,
12000,Florida,510,        Durable goods manufacturing,308971,308530,311060,300763,
12000,Florida,511,          Wood product manufacturing,18352,18181,18014,18476,3
12000,Florida,512,          Nonmetallic mineral product manufacturing,22886,23121,23829,24220,7
12000,Florida,513,          Primary metal manufacturing,5561,5730,5992,5674,8
12000,Florida,514,          Fabricated metal product manufacturing,40886,41971,43604,40790,8
12000,Florida,515,          Machinery manufacturing,30710,30367,31230,30215,9
12000,Florida,516,          Computer and electronic product manufacturing,68250,64921,66244,65472,10
12000,Florida,517,"          Electrical equipment, appliance, and component manufacturing",12477,12432,12601,11508,10
12000,Florida,518,"          Motor vehicles, bodies and trailers, and parts manufacturing",12419,12518,12503,11349,11
12000,Florida,519,          Other transportation equipment manufacturing,41130,43234,40699,36640,11
12000,Florida,521,          Furniture and related product manufacturing,22207,22070,22204,22396,12
12000,Florida,522,          Miscellaneous manufacturing,34093,33985,34140,34023,12
12000,Florida,530,        Nondurable goods manufacturing,166772,163383,158455,151855,
12000,Florida,531,          Food manufacturing,38436,38174,37182,36186,1
12000,Florida,532,          Beverage and tobacco product manufacturing,9803,10200,10394,10761,1
12000,Florida,533,          Textile mills,4322,4257,4038,3409,2
12000,Florida,534,          Textile product mills,6821,6607,6231,5810,2
12000,Florida,535,          Apparel manufacturing,17008,14361,12624,11109,2
12000,Florida,536,          Leather and allied product manufacturing,2209,2043,1836,1871,2
12000,Florida,537,          Paper manufacturing,13600,12608,12056,11593,3
12000,Florida,538,          Printing and related support activities,30734,30524,29759,28568,3
12000,Florida,539,          Petroleum and coal products manufacturing,2001,2151,2157,2072,4
12000,Florida,541,          Chemical manufacturing,23550,23506,23070,22463,5
12000,Florida,542,          Plastics and rubber products manufacturing,18288,18952,19108,18013,6
12000,Florida,600,      Wholesale trade,327463,330985,340135,344079,13
12000,Florida,700,      Retail trade,1030488,1047341,1073134,1081270,13
12000,Florida,701,        Motor vehicle and parts dealers,122756,125362,128944,129689,
12000,Florida,702,        Furniture and home furnishings stores,37160,37811,39363,40225,
12000,Florida,703,        Electronics and appliance stores,35798,35644,37821,38045,
12000,Florida,704,        Building material and garden equipment and supplies dealers,62588,66061,69059,70944,
12000,Florida,705,        Food and beverage stores,216156,221739,222871,220470,
12000,Florida,706,        Health and personal care stores,67204,67630,69171,70259,
12000,Florida,707,        Gasoline stations,45592,46680,45244,44985,
12000,Florida,708,        Clothing and clothing accessories stores,86665,90411,93642,96742,
12000,Florida,709,"        Sporting goods, hobby, musical instrument, and book stores",40681,40075,41097,40125,
12000,Florida,711,        General merchandise stores,143391,151132,155600,159093,
12000,Florida,712,        Miscellaneous store retailers,85528,85208,88373,93650,
12000,Florida,713,        Nonstore retailers,86969,79588,81949,77043,
12000,Florida,800,      Transportation and warehousing,280052,274076,284286,288211,13
12000,Florida,801,        Air transportation,38807,40290,41089,42185,
12000,Florida,802,        Rail transportation,7599,7894,7672,7375,
12000,Florida,803,        Water transportation,10763,10694,11195,11682,
12000,Florida,804,        Truck transportation,76660,74754,79769,80376,
12000,Florida,805,        Transit and ground passenger transportation,23789,22684,22907,22399,
12000,Florida,806,        Pipeline transportation,253,241,255,268,
