GeoFips,GeoName,LineCode,Description,Jobs
13000,Georgia,544,          Transportation services,20089
13000,Georgia,560,        Communications,83207
13000,Georgia,570,"        Electric, gas, and sanitary services",24610
13000,Georgia,610,      Wholesale trade,273343
13000,Georgia,620,      Retail trade,810202
13000,Georgia,621,        Building materials and garden equipment,40261
13000,Georgia,622,        General merchandise stores,95742
13000,Georgia,623,        Food stores,111164
13000,Georgia,624,        Automotive dealers and service stations,82061
13000,Georgia,625,        Apparel and accessory stores,40047
13000,Georgia,626,        Home furniture and furnishings stores,37270
13000,Georgia,627,        Eating and drinking places,269174
13000,Georgia,628,        Miscellaneous retail,134483
13000,Georgia,700,"      Finance, insurance, and real estate",347747
13000,Georgia,710,        Depository and nondepository institutions,77732
13000,Georgia,730,"        Other finance, insurance, and real estate",270015
13000,Georgia,731,          Security and commodity brokers,13914
13000,Georgia,732,          Insurance carriers,43614
13000,Georgia,733,"          Insurance agents, brokers, and services",43059
13000,Georgia,734,          Real estate,129453
13000,Georgia,735,"          Combined real estate, insurance, etc. 4/",(NA)
13000,Georgia,736,          Holding and other investment offices,39975
13000,Georgia,800,      Services,1404215
13000,Georgia,805,        Hotels and other lodging places,50711
13000,Georgia,810,        Personal services,81340
13000,Georgia,815,        Private households,30973
13000,Georgia,820,        Business services,412038
13000,Georgia,825,"        Automotive repair, services, and parking",52122
13000,Georgia,830,        Miscellaneous repair services,22232
13000,Georgia,835,        Amusement and recreation services,66677
13000,Georgia,840,        Motion pictures,14407
13000,Georgia,845,        Health services,274627
13000,Georgia,850,        Legal services,37160
13000,Georgia,855,        Educational services,76074
13000,Georgia,860,        Social services 5/,58118
13000,Georgia,865,"        Museums, botanical, zoological gardens",1698
13000,Georgia,870,        Membership organizations,69895
13000,Georgia,875,        Engineering and management services 6/,134111
13000,Georgia,880,        Miscellaneous services,22032
13000,Georgia,900,    Government and government enterprises,694887
13000,Georgia,910,      Federal civilian,96928
13000,Georgia,920,      Military,93998
13000,Georgia,930,      State and local,503961
13000,Georgia,931,        State government,148690
13000,Georgia,932,        Local government,355271
15000,Hawaii,,Employment by place of work,
15000,Hawaii,10,Total employment (number of jobs),749439
15000,Hawaii,,By type,
15000,Hawaii,20,  Wage and salary employment,624169
15000,Hawaii,40,  Proprietors employment,125270
15000,Hawaii,50,    Farm proprietors employment,5258
15000,Hawaii,60,    Nonfarm proprietors employment 2/,120012
15000,Hawaii,,By industry,
15000,Hawaii,70,  Farm employment,12839
15000,Hawaii,80,  Nonfarm employment,736600
15000,Hawaii,90,    Private nonfarm employment,570604
15000,Hawaii,100,"      Agricultural services, forestry, and fishing",8521
15000,Hawaii,110,        Agricultural services,5881
15000,Hawaii,120,        Forestry and fishing,2640
15000,Hawaii,121,          Forestry,(D)
15000,Hawaii,122,          Fishing,(D)
15000,Hawaii,200,      Mining,475
15000,Hawaii,210,        Metal mining,13
15000,Hawaii,220,        Coal mining,6
15000,Hawaii,230,        Oil and gas extraction,(D)
15000,Hawaii,240,"        Nonmetallic minerals, except fuels",(D)
15000,Hawaii,300,      Construction,30838
15000,Hawaii,310,        General building contractors,9002
15000,Hawaii,320,        Heavy construction contractors,3102
15000,Hawaii,330,        Special trade contractors,18734
15000,Hawaii,400,      Manufacturing,20568
15000,Hawaii,410,        Durable goods manufacturing,5421
15000,Hawaii,413,          Lumber and wood products,(D)
15000,Hawaii,417,          Furniture and fixtures,443
15000,Hawaii,420,"          Stone, clay, and glass products",1238
15000,Hawaii,423,          Primary metal industries,25
15000,Hawaii,426,          Fabricated metal products,433
15000,Hawaii,429,          Industrial machinery and equipment,173
15000,Hawaii,432,          Electronic and other electric equipment,(D)
15000,Hawaii,435,          Motor vehicles and equipment,15
15000,Hawaii,438,          Other transportation equipment,526
15000,Hawaii,441,          Instruments and related products,52
15000,Hawaii,444,          Miscellaneous manufacturing industries,1497
15000,Hawaii,447,          Ordnance 3/,(NA)
15000,Hawaii,450,        Nondurable goods manufacturing,15147
15000,Hawaii,453,          Food and kindred products,7037
15000,Hawaii,456,          Tobacco products,6
15000,Hawaii,459,          Textile mill products,(D)
15000,Hawaii,462,          Apparel and other textile products,2924
15000,Hawaii,465,          Paper and allied products,193
15000,Hawaii,468,          Printing and publishing,3610
15000,Hawaii,471,          Chemicals and allied products,582
15000,Hawaii,474,          Petroleum and coal products,(D)
15000,Hawaii,477,          Rubber and miscellaneous plastics products,(D)
15000,Hawaii,480,          Leather and leather products,8
15000,Hawaii,500,      Transportation and public utilities,46595
15000,Hawaii,510,        Railroad transportation,1
15000,Hawaii,520,        Trucking and warehousing,4321
15000,Hawaii,530,        Water transportation,4323
15000,Hawaii,540,        Other transportation,27746
15000,Hawaii,541,          Local and interurban passenger transit,6065
15000,Hawaii,542,          Transportation by air,13287
15000,Hawaii,543,"          Pipelines, except natural gas",0
15000,Hawaii,544,          Transportation services,8394
15000,Hawaii,560,        Communications,6767
15000,Hawaii,570,"        Electric, gas, and sanitary services",3437
15000,Hawaii,610,      Wholesale trade,25842
15000,Hawaii,620,      Retail trade,135198
15000,Hawaii,621,        Building materials and garden equipment,2741
15000,Hawaii,622,        General merchandise stores,12175
15000,Hawaii,623,        Food stores,14750
15000,Hawaii,624,        Automotive dealers and service stations,9609
15000,Hawaii,625,        Apparel and accessory stores,9173
15000,Hawaii,626,        Home furniture and furnishings stores,3712
15000,Hawaii,627,        Eating and drinking places,52205
15000,Hawaii,628,        Miscellaneous retail,30833
15000,Hawaii,700,"      Finance, insurance, and real estate",60675
15000,Hawaii,710,        Depository and nondepository institutions,10798
15000,Hawaii,730,"        Other finance, insurance, and real estate",49877
15000,Hawaii,731,          Security and commodity brokers,1430
15000,Hawaii,732,          Insurance carriers,4749
15000,Hawaii,733,"          Insurance agents, brokers, and services",5054
15000,Hawaii,734,          Real estate,33697
15000,Hawaii,735,"          Combined real estate, insurance, etc. 4/",(NA)
15000,Hawaii,736,          Holding and other investment offices,4947
15000,Hawaii,800,      Services,241892
15000,Hawaii,805,        Hotels and other lodging places,39384
15000,Hawaii,810,        Personal services,14275
15000,Hawaii,815,        Private households,3842
15000,Hawaii,820,        Business services,41793
15000,Hawaii,825,"        Automotive repair, services, and parking",8473
15000,Hawaii,830,        Miscellaneous repair services,3967
15000,Hawaii,835,        Amusement and recreation services,19005
15000,Hawaii,840,        Motion pictures,3628
15000,Hawaii,845,        Health services,42271
15000,Hawaii,850,        Legal services,5813
15000,Hawaii,855,        Educational services,15276
15000,Hawaii,860,        Social services 5/,13395
15000,Hawaii,865,"        Museums, botanical, zoological gardens",1280
15000,Hawaii,870,        Membership organizations,7265
15000,Hawaii,875,        Engineering and management services 6/,19249
15000,Hawaii,880,        Miscellaneous services,2976
15000,Hawaii,900,    Government and government enterprises,165996
15000,Hawaii,910,      Federal civilian,30172
15000,Hawaii,920,      Military,52496
15000,Hawaii,930,      State and local,83328
15000,Hawaii,931,        State government,65923
15000,Hawaii,932,        Local government,17405
16000,Idaho,,Employment by place of work,
16000,Idaho,10,Total employment (number of jobs),776910
16000,Idaho,,By type,
16000,Idaho,20,  Wage and salary employment,604213
16000,Idaho,40,  Proprietors employment,172697
16000,Idaho,50,    Farm proprietors employment,24595
16000,Idaho,60,    Nonfarm proprietors employment 2/,148102
16000,Idaho,,By industry,
16000,Idaho,70,  Farm employment,41934
16000,Idaho,80,  Nonfarm employment,734976
16000,Idaho,90,    Private nonfarm employment,617149
16000,Idaho,100,"      Agricultural services, forestry, and fishing",17150
16000,Idaho,110,        Agricultural services,15394
16000,Idaho,120,        Forestry and fishing,1756
16000,Idaho,121,          Forestry,1259
16000,Idaho,122,          Fishing,497
16000,Idaho,200,      Mining,3231
16000,Idaho,210,        Metal mining,1506
16000,Idaho,220,        Coal mining,(D)
16000,Idaho,230,        Oil and gas extraction,(D)
16000,Idaho,240,"        Nonmetallic minerals, except fuels",1276
16000,Idaho,300,      Construction,54948
16000,Idaho,310,        General building contractors,11770
16000,Idaho,320,        Heavy construction contractors,6749
16000,Idaho,330,        Special trade contractors,36429
16000,Idaho,400,      Manufacturing,82206
16000,Idaho,410,        Durable goods manufacturing,51789
16000,Idaho,413,          Lumber and wood products,14026
16000,Idaho,417,          Furniture and fixtures,2011
16000,Idaho,420,"          Stone, clay, and glass products",1665
16000,Idaho,423,          Primary metal industries,407
16000,Idaho,426,          Fabricated metal products,3546
16000,Idaho,429,          Industrial machinery and equipment,10654
16000,Idaho,432,          Electronic and other electric equipment,14312
16000,Idaho,435,          Motor vehicles and equipment,1311
16000,Idaho,438,          Other transportation equipment,1306
16000,Idaho,441,          Instruments and related products,881
16000,Idaho,444,          Miscellaneous manufacturing industries,1670
16000,Idaho,447,          Ordnance 3/,(NA)
16000,Idaho,450,        Nondurable goods manufacturing,30417
16000,Idaho,453,          Food and kindred products,17528
16000,Idaho,456,          Tobacco products,6
16000,Idaho,459,          Textile mill products,106
16000,Idaho,462,          Apparel and other textile products,622
16000,Idaho,465,          Paper and allied products,(D)
16000,Idaho,468,          Printing and publishing,5811
16000,Idaho,471,          Chemicals and allied products,2387
16000,Idaho,474,          Petroleum and coal products,(D)
16000,Idaho,477,          Rubber and miscellaneous plastics products,1473
16000,Idaho,480,          Leather and leather products,192
16000,Idaho,500,      Transportation and public utilities,34447
16000,Idaho,510,        Railroad transportation,(D)
16000,Idaho,520,        Trucking and warehousing,15193
16000,Idaho,530,        Water transportation,314
16000,Idaho,540,        Other transportation,(D)
16000,Idaho,541,          Local and interurban passenger transit,1837
16000,Idaho,542,          Transportation by air,3134
16000,Idaho,543,"          Pipelines, except natural gas",(D)
16000,Idaho,544,          Transportation services,1505
16000,Idaho,560,        Communications,6944
16000,Idaho,570,"        Electric, gas, and sanitary services",4116
16000,Idaho,610,      Wholesale trade,35407
16000,Idaho,620,      Retail trade,132776
16000,Idaho,621,        Building materials and garden equipment,7198
16000,Idaho,622,        General merchandise stores,13263
16000,Idaho,623,        Food stores,20411
16000,Idaho,624,        Automotive dealers and service stations,13427
16000,Idaho,625,        Apparel and accessory stores,3663
16000,Idaho,626,        Home furniture and furnishings stores,6456
16000,Idaho,627,        Eating and drinking places,40592
16000,Idaho,628,        Miscellaneous retail,27766
16000,Idaho,700,"      Finance, insurance, and real estate",51938
16000,Idaho,710,        Depository and nondepository institutions,9736
16000,Idaho,730,"        Other finance, insurance, and real estate",42202
16000,Idaho,731,          Security and commodity brokers,1618
16000,Idaho,732,          Insurance carriers,4114
16000,Idaho,733,"          Insurance agents, brokers, and services",5867
16000,Idaho,734,          Real estate,22467
16000,Idaho,735,"          Combined real estate, insurance, etc. 4/",(NA)
16000,Idaho,736,          Holding and other investment offices,8136
16000,Idaho,800,      Services,205046
16000,Idaho,805,        Hotels and other lodging places,9378
16000,Idaho,810,        Personal services,12855
16000,Idaho,815,        Private households,5435
16000,Idaho,820,        Business services,40517
16000,Idaho,825,"        Automotive repair, services, and parking",8683
16000,Idaho,830,        Miscellaneous repair services,4719
16000,Idaho,835,        Amusement and recreation services,13268
16000,Idaho,840,        Motion pictures,1838
16000,Idaho,845,        Health services,41448
16000,Idaho,850,        Legal services,4375
16000,Idaho,855,        Educational services,9353
16000,Idaho,860,        Social services 5/,13698
16000,Idaho,865,"        Museums, botanical, zoological gardens",(D)
16000,Idaho,870,        Membership organizations,7151
16000,Idaho,875,        Engineering and management services 6/,26199
16000,Idaho,880,        Miscellaneous services,(D)
16000,Idaho,900,    Government and government enterprises,117827
16000,Idaho,910,      Federal civilian,13418
16000,Idaho,920,      Military,9508
16000,Idaho,930,      State and local,94901
16000,Idaho,931,        State government,29213
16000,Idaho,932,        Local government,65688
17000,Illinois,,Employment by place of work,
17000,Illinois,10,Total employment (number of jobs),7357491
17000,Illinois,,By type,
17000,Illinois,20,  Wage and salary employment,6243126
17000,Illinois,40,  Proprietors employment,1114365
17000,Illinois,50,    Farm proprietors employment,80224
17000,Illinois,60,    Nonfarm proprietors employment 2/,1034141
17000,Illinois,,By industry,
17000,Illinois,70,  Farm employment,100588
17000,Illinois,80,  Nonfarm employment,7256903
17000,Illinois,90,    Private nonfarm employment,6362153
17000,Illinois,100,"      Agricultural services, forestry, and fishing",60660
17000,Illinois,110,        Agricultural services,58486
17000,Illinois,120,        Forestry and fishing,2174
17000,Illinois,121,          Forestry,1283
17000,Illinois,122,          Fishing,891
17000,Illinois,200,      Mining,17860
17000,Illinois,210,        Metal mining,119
17000,Illinois,220,        Coal mining,4141
17000,Illinois,230,        Oil and gas extraction,9628
17000,Illinois,240,"        Nonmetallic minerals, except fuels",3972
17000,Illinois,300,      Construction,365580
17000,Illinois,310,        General building contractors,77541
17000,Illinois,320,        Heavy construction contractors,26419
17000,Illinois,330,        Special trade contractors,261620
17000,Illinois,400,      Manufacturing,959351
17000,Illinois,410,        Durable goods manufacturing,575584
17000,Illinois,413,          Lumber and wood products,14251
17000,Illinois,417,          Furniture and fixtures,19716
17000,Illinois,420,"          Stone, clay, and glass products",22341
17000,Illinois,423,          Primary metal industries,44011
17000,Illinois,426,          Fabricated metal products,113302
17000,Illinois,429,          Industrial machinery and equipment,147829
17000,Illinois,432,          Electronic and other electric equipment,112716
17000,Illinois,435,          Motor vehicles and equipment,36077
17000,Illinois,438,          Other transportation equipment,11383
17000,Illinois,441,          Instruments and related products,31350
17000,Illinois,444,          Miscellaneous manufacturing industries,22608
17000,Illinois,447,          Ordnance 3/,(NA)
17000,Illinois,450,        Nondurable goods manufacturing,383767
17000,Illinois,453,          Food and kindred products,93758
17000,Illinois,456,          Tobacco products,(D)
17000,Illinois,459,          Textile mill products,(D)
17000,Illinois,462,          Apparel and other textile products,13159
17000,Illinois,465,          Paper and allied products,33709
17000,Illinois,468,          Printing and publishing,103803
17000,Illinois,471,          Chemicals and allied products,60747
17000,Illinois,474,          Petroleum and coal products,9361
17000,Illinois,477,          Rubber and miscellaneous plastics products,63662
17000,Illinois,480,          Leather and leather products,3063
17000,Illinois,500,      Transportation and public utilities,407796
17000,Illinois,510,        Railroad transportation,15461
17000,Illinois,520,        Trucking and warehousing,126503
17000,Illinois,530,        Water transportation,4703
17000,Illinois,540,        Other transportation,156579
17000,Illinois,541,          Local and interurban passenger transit,35280
17000,Illinois,542,          Transportation by air,82032
17000,Illinois,543,"          Pipelines, except natural gas",483
17000,Illinois,544,          Transportation services,38784
17000,Illinois,560,        Communications,64504
17000,Illinois,570,"        Electric, gas, and sanitary services",40046
17000,Illinois,610,      Wholesale trade,383138
17000,Illinois,620,      Retail trade,1133515
17000,Illinois,621,        Building materials and garden equipment,47465
17000,Illinois,622,        General merchandise stores,133284
17000,Illinois,623,        Food stores,141322
17000,Illinois,624,        Automotive dealers and service stations,102438
17000,Illinois,625,        Apparel and accessory stores,55062
17000,Illinois,626,        Home furniture and furnishings stores,55039
17000,Illinois,627,        Eating and drinking places,370110
17000,Illinois,628,        Miscellaneous retail,228795
17000,Illinois,700,"      Finance, insurance, and real estate",672162
17000,Illinois,710,        Depository and nondepository institutions,148760
17000,Illinois,730,"        Other finance, insurance, and real estate",523402
17000,Illinois,731,          Security and commodity brokers,63873
17000,Illinois,732,          Insurance carriers,100863
17000,Illinois,733,"          Insurance agents, brokers, and services",64614
17000,Illinois,734,          Real estate,192990
17000,Illinois,735,"          Combined real estate, insurance, etc. 4/",(NA)
17000,Illinois,736,          Holding and other investment offices,101062
17000,Illinois,800,      Services,2362091
17000,Illinois,805,        Hotels and other lodging places,60236
17000,Illinois,810,        Personal services,123133
17000,Illinois,815,        Private households,42280
17000,Illinois,820,        Business services,586851
17000,Illinois,825,"        Automotive repair, services, and parking",76805
17000,Illinois,830,        Miscellaneous repair services,31857
17000,Illinois,835,        Amusement and recreation services,126407
17000,Illinois,840,        Motion pictures,23242
17000,Illinois,845,        Health services,506841
17000,Illinois,850,        Legal services,74295
17000,Illinois,855,        Educational services,143828
17000,Illinois,860,        Social services 5/,124975
17000,Illinois,865,"        Museums, botanical, zoological gardens",6722
17000,Illinois,870,        Membership organizations,128118
17000,Illinois,875,        Engineering and management services 6/,253532
17000,Illinois,880,        Miscellaneous services,52969
17000,Illinois,900,    Government and government enterprises,894750
17000,Illinois,910,      Federal civilian,99843
17000,Illinois,920,      Military,57432
17000,Illinois,930,      State and local,737475
17000,Illinois,931,        State government,164536
17000,Illinois,932,        Local government,572939
18000,Indiana,,Employment by place of work,
18000,Indiana,10,Total employment (number of jobs),3648148
18000,Indiana,,By type,
18000,Indiana,20,  Wage and salary employment,3092859
18000,Indiana,40,  Proprietors employment,555289
18000,Indiana,50,    Farm proprietors employment,65029
18000,Indiana,60,    Nonfarm proprietors employment 2/,490260
18000,Indiana,,By industry,
18000,Indiana,70,  Farm employment,79633
18000,Indiana,80,  Nonfarm employment,3568515
18000,Indiana,90,    Private nonfarm employment,3137026
18000,Indiana,100,"      Agricultural services, forestry, and fishing",30617
18000,Indiana,110,        Agricultural services,29455
18000,Indiana,120,        Forestry and fishing,1162
18000,Indiana,121,          Forestry,745
18000,Indiana,122,          Fishing,417
18000,Indiana,200,      Mining,8480
18000,Indiana,210,        Metal mining,(D)
18000,Indiana,220,        Coal mining,2534
18000,Indiana,230,        Oil and gas extraction,(D)
18000,Indiana,240,"        Nonmetallic minerals, except fuels",3491
18000,Indiana,300,      Construction,210741
18000,Indiana,310,        General building contractors,52029
18000,Indiana,320,        Heavy construction contractors,18907
18000,Indiana,330,        Special trade contractors,139805
18000,Indiana,400,      Manufacturing,696031
18000,Indiana,410,        Durable goods manufacturing,503646
18000,Indiana,413,          Lumber and wood products,32129
18000,Indiana,417,          Furniture and fixtures,27736
18000,Indiana,420,"          Stone, clay, and glass products",19020
18000,Indiana,423,          Primary metal industries,68279
18000,Indiana,426,          Fabricated metal products,66597
18000,Indiana,429,          Industrial machinery and equipment,74904
18000,Indiana,432,          Electronic and other electric equipment,52830
18000,Indiana,435,          Motor vehicles and equipment,102242
18000,Indiana,438,          Other transportation equipment,25642
18000,Indiana,441,          Instruments and related products,22174
18000,Indiana,444,          Miscellaneous manufacturing industries,12093
18000,Indiana,447,          Ordnance 3/,(NA)
18000,Indiana,450,        Nondurable goods manufacturing,192385
18000,Indiana,453,          Food and kindred products,34508
18000,Indiana,456,          Tobacco products,(D)
18000,Indiana,459,          Textile mill products,1330
18000,Indiana,462,          Apparel and other textile products,8552
18000,Indiana,465,          Paper and allied products,15843
18000,Indiana,468,          Printing and publishing,39201
18000,Indiana,471,          Chemicals and allied products,30773
18000,Indiana,474,          Petroleum and coal products,3461
18000,Indiana,477,          Rubber and miscellaneous plastics products,58010
18000,Indiana,480,          Leather and leather products,(D)
18000,Indiana,500,      Transportation and public utilities,177762
18000,Indiana,510,        Railroad transportation,(D)
18000,Indiana,520,        Trucking and warehousing,83682
18000,Indiana,530,        Water transportation,(D)
18000,Indiana,540,        Other transportation,(D)
18000,Indiana,541,          Local and interurban passenger transit,8052
18000,Indiana,542,          Transportation by air,25303
18000,Indiana,543,"          Pipelines, except natural gas",(D)
18000,Indiana,544,          Transportation services,7879
18000,Indiana,560,        Communications,23737
18000,Indiana,570,"        Electric, gas, and sanitary services",19734
18000,Indiana,610,      Wholesale trade,156508
18000,Indiana,620,      Retail trade,646650
18000,Indiana,621,        Building materials and garden equipment,29769
18000,Indiana,622,        General merchandise stores,87048
18000,Indiana,623,        Food stores,68658
18000,Indiana,624,        Automotive dealers and service stations,69530
18000,Indiana,625,        Apparel and accessory stores,23213
18000,Indiana,626,        Home furniture and furnishings stores,25128
18000,Indiana,627,        Eating and drinking places,209220
18000,Indiana,628,        Miscellaneous retail,134084
18000,Indiana,700,"      Finance, insurance, and real estate",231501
18000,Indiana,710,        Depository and nondepository institutions,56693
18000,Indiana,730,"        Other finance, insurance, and real estate",174808
18000,Indiana,731,          Security and commodity brokers,8718
18000,Indiana,732,          Insurance carriers,32944
18000,Indiana,733,"          Insurance agents, brokers, and services",28171
18000,Indiana,734,          Real estate,86487
18000,Indiana,735,"          Combined real estate, insurance, etc. 4/",(NA)
18000,Indiana,736,          Holding and other investment offices,18488
18000,Indiana,800,      Services,978736
18000,Indiana,805,        Hotels and other lodging places,25484
18000,Indiana,810,        Personal services,67673
18000,Indiana,815,        Private households,13886
18000,Indiana,820,        Business services,199737
18000,Indiana,825,"        Automotive repair, services, and parking",37427
18000,Indiana,830,        Miscellaneous repair services,17500
18000,Indiana,835,        Amusement and recreation services,64764
18000,Indiana,840,        Motion pictures,9540
18000,Indiana,845,        Health services,246004
18000,Indiana,850,        Legal services,20684
18000,Indiana,855,        Educational services,59617
18000,Indiana,860,        Social services 5/,54440
18000,Indiana,865,"        Museums, botanical, zoological gardens",1729
18000,Indiana,870,        Membership organizations,67198
18000,Indiana,875,        Engineering and management services 6/,66905
18000,Indiana,880,        Miscellaneous services,26148
18000,Indiana,900,    Government and government enterprises,431489
18000,Indiana,910,      Federal civilian,42957
18000,Indiana,920,      Military,22553
18000,Indiana,930,      State and local,365979
18000,Indiana,931,        State government,110610
18000,Indiana,932,        Local government,255369
19000,Iowa,,Employment by place of work,
19000,Iowa,10,Total employment (number of jobs),1915254
19000,Iowa,,By type,
19000,Iowa,20,  Wage and salary employment,1534288
19000,Iowa,40,  Proprietors employment,380966
19000,Iowa,50,    Farm proprietors employment,94983
19000,Iowa,60,    Nonfarm proprietors employment 2/,285983
19000,Iowa,,By industry,
19000,Iowa,70,  Farm employment,109851
19000,Iowa,80,  Nonfarm employment,1805403
19000,Iowa,90,    Private nonfarm employment,1549147
19000,Iowa,100,"      Agricultural services, forestry, and fishing",24674
19000,Iowa,110,        Agricultural services,23723
19000,Iowa,120,        Forestry and fishing,951
19000,Iowa,121,          Forestry,566
19000,Iowa,122,          Fishing,385
19000,Iowa,200,      Mining,2693
19000,Iowa,210,        Metal mining,(D)
19000,Iowa,220,        Coal mining,14
19000,Iowa,230,        Oil and gas extraction,(D)
19000,Iowa,240,"        Nonmetallic minerals, except fuels",2125
19000,Iowa,300,      Construction,97586
19000,Iowa,310,        General building contractors,22446
19000,Iowa,320,        Heavy construction contractors,9821
19000,Iowa,330,        Special trade contractors,65319
19000,Iowa,400,      Manufacturing,265726
19000,Iowa,410,        Durable goods manufacturing,157626
19000,Iowa,413,          Lumber and wood products,(D)
19000,Iowa,417,          Furniture and fixtures,7456
19000,Iowa,420,"          Stone, clay, and glass products",8314
19000,Iowa,423,          Primary metal industries,8872
19000,Iowa,426,          Fabricated metal products,21901
19000,Iowa,429,          Industrial machinery and equipment,42520
19000,Iowa,432,          Electronic and other electric equipment,18735
19000,Iowa,435,          Motor vehicles and equipment,13462
19000,Iowa,438,          Other transportation equipment,3918
19000,Iowa,441,          Instruments and related products,(D)
19000,Iowa,444,          Miscellaneous manufacturing industries,5873
19000,Iowa,447,          Ordnance 3/,(NA)
19000,Iowa,450,        Nondurable goods manufacturing,108100
19000,Iowa,453,          Food and kindred products,50992
19000,Iowa,456,          Tobacco products,0
19000,Iowa,459,          Textile mill products,(D)
19000,Iowa,462,          Apparel and other textile products,4008
19000,Iowa,465,          Paper and allied products,5968
19000,Iowa,468,          Printing and publishing,21718
19000,Iowa,471,          Chemicals and allied products,7298
19000,Iowa,474,          Petroleum and coal products,(D)
19000,Iowa,477,          Rubber and miscellaneous plastics products,15966
19000,Iowa,480,          Leather and leather products,1133
19000,Iowa,500,      Transportation and public utilities,91326
19000,Iowa,510,        Railroad transportation,(D)
19000,Iowa,520,        Trucking and warehousing,47588
19000,Iowa,530,        Water transportation,863
19000,Iowa,540,        Other transportation,(D)
19000,Iowa,541,          Local and interurban passenger transit,3229
19000,Iowa,542,          Transportation by air,6257
19000,Iowa,543,"          Pipelines, except natural gas",(D)
19000,Iowa,544,          Transportation services,3203
19000,Iowa,560,        Communications,16525
19000,Iowa,570,"        Electric, gas, and sanitary services",9845
19000,Iowa,610,      Wholesale trade,90205
19000,Iowa,620,      Retail trade,323957
19000,Iowa,621,        Building materials and garden equipment,15450
19000,Iowa,622,        General merchandise stores,37156
19000,Iowa,623,        Food stores,45122
19000,Iowa,624,        Automotive dealers and service stations,41414
19000,Iowa,625,        Apparel and accessory stores,11394
19000,Iowa,626,        Home furniture and furnishings stores,13293
19000,Iowa,627,        Eating and drinking places,95425
19000,Iowa,628,        Miscellaneous retail,64703
19000,Iowa,700,"      Finance, insurance, and real estate",133658
19000,Iowa,710,        Depository and nondepository institutions,32780
19000,Iowa,730,"        Other finance, insurance, and real estate",100878
19000,Iowa,731,          Security and commodity brokers,4255
19000,Iowa,732,          Insurance carriers,30268
19000,Iowa,733,"          Insurance agents, brokers, and services",20049
19000,Iowa,734,          Real estate,36446
19000,Iowa,735,"          Combined real estate, insurance, etc. 4/",(NA)
19000,Iowa,736,          Holding and other investment offices,9860
19000,Iowa,800,      Services,519322
19000,Iowa,805,        Hotels and other lodging places,15238
19000,Iowa,810,        Personal services,32871
19000,Iowa,815,        Private households,7794
19000,Iowa,820,        Business services,103774
19000,Iowa,825,"        Automotive repair, services, and parking",19005
19000,Iowa,830,        Miscellaneous repair services,10723
19000,Iowa,835,        Amusement and recreation services,34829
19000,Iowa,840,        Motion pictures,4081
19000,Iowa,845,        Health services,126329
19000,Iowa,850,        Legal services,10063
19000,Iowa,855,        Educational services,36026
19000,Iowa,860,        Social services 5/,37195
19000,Iowa,865,"        Museums, botanical, zoological gardens",668
19000,Iowa,870,        Membership organizations,28002
19000,Iowa,875,        Engineering and management services 6/,31709
19000,Iowa,880,        Miscellaneous services,21015
19000,Iowa,900,    Government and government enterprises,256256
19000,Iowa,910,      Federal civilian,20728
19000,Iowa,920,      Military,14246
19000,Iowa,930,      State and local,221282
19000,Iowa,931,        State government,63190
19000,Iowa,932,        Local government,158092
20000,Kansas,,Employment by place of work,
20000,Kansas,10,Total employment (number of jobs),1760312
20000,Kansas,,By type,
20000,Kansas,20,  Wage and salary employment,1421827
20000,Kansas,40,  Proprietors employment,338485
20000,Kansas,50,    Farm proprietors employment,65265
20000,Kansas,60,    Nonfarm proprietors employment 2/,273220
20000,Kansas,,By industry,
20000,Kansas,70,  Farm employment,77477
20000,Kansas,80,  Nonfarm employment,1682835
20000,Kansas,90,    Private nonfarm employment,1403912
20000,Kansas,100,"      Agricultural services, forestry, and fishing",21217
20000,Kansas,110,        Agricultural services,20626
20000,Kansas,120,        Forestry and fishing,591
20000,Kansas,121,          Forestry,(D)
20000,Kansas,122,          Fishing,(D)
20000,Kansas,200,      Mining,19310
20000,Kansas,210,        Metal mining,15
20000,Kansas,220,        Coal mining,(D)
20000,Kansas,230,        Oil and gas extraction,17808
20000,Kansas,240,"        Nonmetallic minerals, except fuels",(D)
20000,Kansas,300,      Construction,92809
20000,Kansas,310,        General building contractors,20382
20000,Kansas,320,        Heavy construction contractors,12127
20000,Kansas,330,        Special trade contractors,60300
20000,Kansas,400,      Manufacturing,213595
20000,Kansas,410,        Durable goods manufacturing,126880
20000,Kansas,413,          Lumber and wood products,5253
20000,Kansas,417,          Furniture and fixtures,2388
20000,Kansas,420,"          Stone, clay, and glass products",6795
20000,Kansas,423,          Primary metal industries,3324
20000,Kansas,426,          Fabricated metal products,11603
20000,Kansas,429,          Industrial machinery and equipment,22827
20000,Kansas,432,          Electronic and other electric equipment,9369
20000,Kansas,435,          Motor vehicles and equipment,8012
20000,Kansas,438,          Other transportation equipment,49189
20000,Kansas,441,          Instruments and related products,4433
20000,Kansas,444,          Miscellaneous manufacturing industries,3687
20000,Kansas,447,          Ordnance 3/,(NA)
20000,Kansas,450,        Nondurable goods manufacturing,86715
20000,Kansas,453,          Food and kindred products,33783
20000,Kansas,456,          Tobacco products,0
20000,Kansas,459,          Textile mill products,331
20000,Kansas,462,          Apparel and other textile products,3575
20000,Kansas,465,          Paper and allied products,4770
20000,Kansas,468,          Printing and publishing,22808
20000,Kansas,471,          Chemicals and allied products,7304
